#
# centeralpha, centerdelta: coords of the MCEV region.
# ra_deg, dec_deg: coords of the cluster.
#
# centeralpha   centerdelta   ev_i   sig_ev_i   ra_deg         dec_deg        
  81.5154       -71.6935      0.05   0.0905     82.483333333   -72.054722222  
  81.3552       -71.6935      0.06   0.0895     82.483333333   -72.054722222  
  81.1149       -71.7705      0.07   0.0895     82.483333333   -72.054722222  
  80.7944       -71.7705      0.07   0.084      82.483333333   -72.054722222  
  81.8359       -71.5395      0.1    0.0955     82.483333333   -72.054722222  
  81.6757       -71.5395      0.09   0.1        82.483333333   -72.054722222  
  84.3831       -72.3613      0.08   0.071      82.85          -72.0425       
  84.3831       -72.0547      0.09   0.074      82.85          -72.0425       
  84.4843       -71.8489      0.11   0.08251    82.85          -72.0425       
  84.3235       -71.8489      0.11   0.0801     82.85          -72.0425       
  84.2809       -71.8437      0.12   0.07       82.85          -72.0425       
  83.9595       -71.8437      0.11   0.0751     82.85          -72.0425       
  84.1202       -71.8437      0.11   0.0781     82.85          -72.0425       
  83.7987       -71.8437      0.09   0.074      82.85          -72.0425       
  83.638        -71.8437      0.08   0.074      82.85          -72.0425       
  83.4773       -71.8437      0.07   0.0695     82.85          -72.0425       
  83.3165       -71.8437      0.1    0.0681     82.85          -72.0425       
  83.1558       -71.8437      0.1    0.077      82.85          -72.0425       
  82.9951       -71.8437      0.09   0.0835     82.85          -72.0425       
  82.8343       -71.8437      0.09   0.079      82.85          -72.0425       
  82.6736       -71.8437      0.09   0.079      82.85          -72.0425       
  82.5129       -71.8437      0.09   0.08       82.85          -72.0425       
  82.4768       -71.8475      0.09   0.0845     82.85          -72.0425       
  82.3165       -71.8475      0.12   0.0845     82.85          -72.0425       
  82.1563       -71.8475      0.11   0.07651    82.85          -72.0425       
  82.5129       -71.6905      0.1    0.078      82.85          -72.0425       
  82.4768       -71.6935      0.1    0.07951    82.85          -72.0425       
  82.3165       -71.6935      0.11   0.0835     82.85          -72.0425       
  81.9961       -71.8475      0.09   0.08451    82.85          -72.0425       
  81.8359       -71.8475      0.09   0.078      82.85          -72.0425       
  82.1563       -71.6935      0.09   0.089      82.85          -72.0425       
  81.9961       -71.6935      0.08   0.0955     82.85          -72.0425       
  84.1202       -71.6905      0.13   0.077      82.85          -72.0425       
  83.9595       -71.6905      0.13   0.0735     82.85          -72.0425       
  83.7987       -71.6905      0.11   0.108      82.85          -72.0425       
  83.638        -71.6905      0.1    0.076      82.85          -72.0425       
  83.638        -71.5372      0.08   0.0735     82.85          -72.0425       
  83.4773       -71.6905      0.11   0.0755     82.85          -72.0425       
  83.3165       -71.6905      0.09   0.08       82.85          -72.0425       
  83.4773       -71.5372      0.08   0.077      82.85          -72.0425       
  83.3165       -71.5372      0.08   0.076      82.85          -72.0425       
  83.1558       -71.6905      0.1    0.084      82.85          -72.0425       
  82.9951       -71.6905      0.11   0.0831     82.85          -72.0425       
  83.1558       -71.5372      0.09   0.0741     82.85          -72.0425       
  82.9951       -71.5372      0.11   0.0711     82.85          -72.0425       
  82.8343       -71.6905      0.11   0.078      82.85          -72.0425       
  82.6736       -71.6905      0.1    0.075      82.85          -72.0425       
  82.8343       -71.5372      0.12   0.0735     82.85          -72.0425       
  82.6736       -71.5372      0.1    0.0815     82.85          -72.0425       
  82.5129       -71.5372      0.1    0.0945     82.85          -72.0425       
  82.4768       -71.5395      0.1    0.0925     82.85          -72.0425       
  82.3165       -71.5395      0.09   0.084      82.85          -72.0425       
  82.1563       -71.5395      0.09   0.084      82.85          -72.0425       
  81.9961       -71.5395      0.09   0.091      82.85          -72.0425       
  81.3552       -71.8475      0.08   0.081      82.85          -72.0425       
  81.6757       -71.8475      0.08   0.078      82.85          -72.0425       
  81.5154       -71.8475      0.08   0.0725     82.85          -72.0425       
  81.8359       -71.6935      0.06   0.0965     82.85          -72.0425       
  81.6757       -71.6935      0.06   0.096      82.85          -72.0425       
  81.5154       -71.6935      0.05   0.0905     82.85          -72.0425       
  77.7944       -69.0179      0.08   0.1275     76.904166667   -68.541944444  
  77.6519       -69.0179      0.07   0.1305     76.904166667   -68.541944444  
  77.5095       -69.0179      0.07   0.123      76.904166667   -68.541944444  
  77.367        -69.0179      0.07   0.105      76.904166667   -68.541944444  
  77.3019       -69.0195      0.08   0.1105     76.904166667   -68.541944444  
  77.159        -69.0195      0.08   0.13       76.904166667   -68.541944444  
  77.0161       -69.0195      0.11   0.129      76.904166667   -68.541944444  
  76.8731       -69.0195      0.11   0.1235     76.904166667   -68.541944444  
  76.5873       -69.0195      0.09   0.1095     76.904166667   -68.541944444  
  76.7302       -69.0195      0.09   0.108      76.904166667   -68.541944444  
  76.4443       -69.0195      0.06   0.0955     76.904166667   -68.541944444  
  76.3014       -69.0195      0.07   0.1075     76.904166667   -68.541944444  
  76.1585       -69.0195      0.05   0.11       76.904166667   -68.541944444  
  76.0155       -69.0195      0.04   0.108      76.904166667   -68.541944444  
  76.1121       -68.8867      0.05   0.1095     76.904166667   -68.541944444  
  75.973        -68.8867      0.05   0.0955     76.904166667   -68.541944444  
  75.8338       -68.8867      0.04   0.098      76.904166667   -68.541944444  
  75.7919       -68.885       0.05   0.0955     76.904166667   -68.541944444  
  78.1277       -68.8876      0.06   0.1015     76.904166667   -68.541944444  
  77.9889       -68.8876      0.06   0.1135     76.904166667   -68.541944444  
  77.8501       -68.8876      0.06   0.121      76.904166667   -68.541944444  
  78.2665       -68.7346      0.06   0.0925     76.904166667   -68.541944444  
  78.1277       -68.7346      0.06   0.1045     76.904166667   -68.541944444  
  77.9889       -68.7346      0.07   0.102      76.904166667   -68.541944444  
  77.8501       -68.7346      0.06   0.098      76.904166667   -68.541944444  
  77.7114       -68.8876      0.06   0.125      76.904166667   -68.541944444  
  77.5726       -68.8876      0.05   0.125      76.904166667   -68.541944444  
  77.4338       -68.8876      0.05   0.1355     76.904166667   -68.541944444  
  77.3645       -68.8867      0.07   0.14       76.904166667   -68.541944444  
  77.2253       -68.8867      0.09   0.1255     76.904166667   -68.541944444  
  77.7114       -68.7346      0.08   0.11       76.904166667   -68.541944444  
  77.5726       -68.7346      0.08   0.114      76.904166667   -68.541944444  
  77.4338       -68.7346      0.08   0.1255     76.904166667   -68.541944444  
  77.3645       -68.7329      0.1    0.1295     76.904166667   -68.541944444  
  78.2665       -68.5816      0.05   0.086      76.904166667   -68.541944444  
  78.1277       -68.5816      0.07   0.1005     76.904166667   -68.541944444  
  77.9889       -68.5816      0.09   0.1085     76.904166667   -68.541944444  
  78.2665       -68.4286      0.08   0.0865     76.904166667   -68.541944444  
  78.1277       -68.4286      0.09   0.088      76.904166667   -68.541944444  
  78.158        -68.2971      0.11   0.0975     76.904166667   -68.541944444  
  77.8501       -68.5816      0.09   0.1075     76.904166667   -68.541944444  
  77.7114       -68.5816      0.1    0.097      76.904166667   -68.541944444  
  77.9889       -68.4286      0.09   0.094      76.904166667   -68.541944444  
  77.8501       -68.4286      0.08   0.1        76.904166667   -68.541944444  
  77.5726       -68.5816      0.1    0.097      76.904166667   -68.541944444  
  77.4338       -68.5816      0.1    0.102      76.904166667   -68.541944444  
  77.3645       -68.5791      0.1    0.1125     76.904166667   -68.541944444  
  77.7114       -68.4286      0.08   0.096      76.904166667   -68.541944444  
  77.5726       -68.4286      0.09   0.1175     76.904166667   -68.541944444  
  78.0225       -68.2971      0.11   0.1005     76.904166667   -68.541944444  
  77.887        -68.2971      0.1    0.1        76.904166667   -68.541944444  
  77.7515       -68.2971      0.09   0.1005     76.904166667   -68.541944444  
  77.616        -68.2971      0.09   0.101      76.904166667   -68.541944444  
  77.0862       -68.8867      0.09   0.116      76.904166667   -68.541944444  
  76.947        -68.8867      0.08   0.1125     76.904166667   -68.541944444  
  76.8079       -68.8867      0.05   0.098      76.904166667   -68.541944444  
  76.6687       -68.8867      0.04   0.1        76.904166667   -68.541944444  
  76.6687       -68.7329      0.04   0.0965     76.904166667   -68.541944444  
  77.2253       -68.7329      0.11   0.14       76.904166667   -68.541944444  
  77.0862       -68.7329      0.08   0.11       76.904166667   -68.541944444  
  77.2253       -68.5791      0.1    0.1145     76.904166667   -68.541944444  
  77.0862       -68.5791      0.08   0.1095     76.904166667   -68.541944444  
  76.947        -68.7329      0.06   0.098      76.904166667   -68.541944444  
  76.8079       -68.7329      0.04   0.091      76.904166667   -68.541944444  
  76.947        -68.5791      0.08   0.098      76.904166667   -68.541944444  
  76.8079       -68.5791      0.07   0.1005     76.904166667   -68.541944444  
  76.5296       -68.8867      0.05   0.0955     76.904166667   -68.541944444  
  76.3904       -68.8867      0.04   0.09       76.904166667   -68.541944444  
  76.2513       -68.8867      0.04   0.102      76.904166667   -68.541944444  
  76.5296       -68.7329      0.03   0.091      76.904166667   -68.541944444  
  76.3904       -68.7329      0.04   0.092      76.904166667   -68.541944444  
  76.2513       -68.7329      0.05   0.0915     76.904166667   -68.541944444  
  76.1121       -68.7329      0.06   0.087      76.904166667   -68.541944444  
  76.6687       -68.5791      0.08   0.1095     76.904166667   -68.541944444  
  76.5296       -68.5791      0.06   0.103      76.904166667   -68.541944444  
  76.3904       -68.5791      0.06   0.1        76.904166667   -68.541944444  
  76.2513       -68.5791      0.07   0.0885     76.904166667   -68.541944444  
  77.4338       -68.4286      0.1    0.1085     76.904166667   -68.541944444  
  77.3645       -68.4253      0.09   0.111      76.904166667   -68.541944444  
  77.2253       -68.4253      0.08   0.118      76.904166667   -68.541944444  
  77.0862       -68.4253      0.09   0.112      76.904166667   -68.541944444  
  76.947        -68.4253      0.09   0.1105     76.904166667   -68.541944444  
  77.4805       -68.2971      0.07   0.09       76.904166667   -68.541944444  
  77.4634       -68.2947      0.08   0.088      76.904166667   -68.541944444  
  77.3279       -68.2947      0.08   0.0865     76.904166667   -68.541944444  
  77.1923       -68.2947      0.09   0.102      76.904166667   -68.541944444  
  77.0568       -68.2947      0.07   0.0975     76.904166667   -68.541944444  
  76.6687       -68.4253      0.07   0.0955     76.904166667   -68.541944444  
  76.8079       -68.4253      0.08   0.0975     76.904166667   -68.541944444  
  76.5296       -68.4253      0.06   0.098      76.904166667   -68.541944444  
  76.3904       -68.4253      0.07   0.101      76.904166667   -68.541944444  
  76.9213       -68.2947      0.06   0.0865     76.904166667   -68.541944444  
  76.7858       -68.2947      0.06   0.1        76.904166667   -68.541944444  
  76.7858       -68.1415      0.04   0.1005     76.904166667   -68.541944444  
  76.6503       -68.2947      0.07   0.102      76.904166667   -68.541944444  
  76.5148       -68.2947      0.04   0.0855     76.904166667   -68.541944444  
  76.3793       -68.2947      0.05   0.0885     76.904166667   -68.541944444  
  76.6503       -68.1415      0.06   0.113      76.904166667   -68.541944444  
  76.5148       -68.1415      0.05   0.1075     76.904166667   -68.541944444  
  77.887        -68.1438      0.1    0.0865     76.904166667   -68.541944444  
  77.7515       -68.1438      0.09   0.086      76.904166667   -68.541944444  
  77.616        -68.1438      0.07   0.0775     76.904166667   -68.541944444  
  77.4805       -68.1438      0.08   0.0855     76.904166667   -68.541944444  
  77.4634       -68.1415      0.08   0.0845     76.904166667   -68.541944444  
  77.3279       -68.1415      0.06   0.084      76.904166667   -68.541944444  
  77.1923       -68.1415      0.05   0.086      76.904166667   -68.541944444  
  77.3279       -67.9883      0.06   0.082      76.904166667   -68.541944444  
  77.1923       -67.9883      0.05   0.081      76.904166667   -68.541944444  
  77.0568       -68.1415      0.06   0.087      76.904166667   -68.541944444  
  76.9213       -68.1415      0.04   0.089      76.904166667   -68.541944444  
  77.0568       -67.9883      0.05   0.0815     76.904166667   -68.541944444  
  76.9213       -67.9883      0.05   0.078      76.904166667   -68.541944444  
  76.7858       -67.9883      0.04   0.082      76.904166667   -68.541944444  
  76.6503       -67.9883      0.03   0.085      76.904166667   -68.541944444  
  75.973        -68.7329      0.04   0.0815     76.904166667   -68.541944444  
  75.8338       -68.7329      0.04   0.081      76.904166667   -68.541944444  
