#ID	x	y	F555	E_555	F555-F814	e_ff-14	F814	E_814	x_moved	y_moved
17932	1897.97	2830.25	19.338	0.008	0.973	0.017	18.365	0.009	2198.97	3830.25
5675	1898.01	1559.56	21.87	0.016	0.367	0.037	21.503	0.021	2199.01	2559.56
14886	1898.1	2559.96	22.061	0.017	0.398	0.038	21.663	0.021	2199.1	3559.96
1343	1898.13	410.81	23.729	0.024	0.761	0.047	22.968	0.023	2199.13	1410.81
15537	1898.19	2615.51	19.618	0.01	0.94	0.019	18.678	0.009	2199.19	3615.51
28629	1898.31	293.57	25.907	0.13	1.197	0.215	24.71	0.085	2199.31	1293.57
31753	1898.35	1384.88	25.648	0.104	1.125	0.193	24.523	0.089	2199.35	2384.88
23280	1898.35	3545.59	24.397	0.037	0.791	0.064	23.606	0.027	2199.35	4545.59
28116	1898.49	88.3	25.024	0.057	0.887	0.102	24.137	0.045	2199.49	1088.3
37011	1898.49	2766.27	25.031	0.074	1.016	0.124	24.015	0.05	2199.49	3766.27
29416	1898.55	601.71	26.341	0.32	0.936	0.473	25.405	0.153	2199.55	1601.71
19182	1898.55	2953.39	24.714	0.088	0.77	0.132	23.944	0.044	2199.55	3953.39
24800	1898.58	3891.58	24.929	0.058	0.88	0.108	24.049	0.05	2199.58	4891.58
4042	1898.62	1212.76	21.9	0.01	0.398	0.021	21.502	0.011	2199.62	2212.76
20079	1898.63	3053.81	23.778	0.051	0.609	0.149	23.169	0.098	2199.63	4053.81
15944	1898.67	2650.73	23.672	0.07	0.59	0.143	23.082	0.073	2199.67	3650.73
28534	1898.68	254.84	25.073	0.056	0.915	0.1	24.158	0.044	2199.68	1254.84
16157	1898.71	2669.95	20.783	0.013	0.269	0.035	20.514	0.022	2199.71	3669.95
12804	1898.73	2380.47	21.801	0.023	0.364	0.07	21.437	0.047	2199.73	3380.47
21411	1898.77	3223.57	18.977	0.008	1.086	0.016	17.891	0.008	2199.77	4223.57
40857	1898.78	3815.12	25.618	0.128	0.91	0.189	24.708	0.061	2199.78	4815.12
11741	1898.96	2283.74	24.307	0.046	0.777	0.092	23.53	0.046	2199.96	3283.74
14194	1899.01	2500.39	20.972	0.029	0.33	0.075	20.642	0.046	2200.01	3500.39
11280	1899.02	2243.29	20.283	0.011	0.471	0.035	19.812	0.024	2200.02	3243.29
7704	1899.11	1866.16	24.392	0.048	0.878	0.092	23.514	0.044	2200.11	2866.16
9325	1899.12	2054.46	24.355	0.048	0.799	0.088	23.556	0.04	2200.12	3054.46
7860	1899.17	1887.8	22.478	0.012	0.463	0.024	22.015	0.012	2200.17	2887.8
8676	1899.19	1982.2	21.185	0.01	0.416	0.02	20.769	0.01	2200.19	2982.2
10272	1899.19	2152.3	24.225	0.047	0.84	0.103	23.385	0.056	2200.19	3152.3
7531	1899.53	1842.41	22.958	0.016	0.556	0.033	22.402	0.017	2200.53	2842.41
10910	1899.54	2208.79	24.106	0.052	0.976	0.127	23.13	0.075	2200.54	3208.79
25047	1899.54	3958.02	24.471	0.042	0.728	0.072	23.743	0.03	2200.54	4958.02
7795	1899.74	1879.3	22.849	0.013	0.561	0.027	22.288	0.014	2200.74	2879.3
16904	1899.84	2736.96	22.864	0.04	0.64	0.102	22.224	0.062	2200.84	3736.96
39358	1899.85	3356.3	25.675	0.101	1.122	0.179	24.553	0.078	2200.85	4356.3
20952	1899.97	3160.61	21.761	0.018	0.435	0.052	21.326	0.034	2200.97	4160.61
10460	1900.02	2166.84	20.578	0.016	0.301	0.037	20.277	0.021	2201.02	3166.84
1958	1900.17	615.97	23.899	0.029	0.739	0.054	23.16	0.025	2201.17	1615.97
33021	1900.21	1741.67	25.972	0.191	1.109	0.276	24.863	0.085	2201.21	2741.67
1988	1900.22	624.76	20.827	0.01	0.279	0.02	20.548	0.01	2201.22	1624.76
14274	1900.3	2508.55	22.783	0.018	0.504	0.048	22.279	0.03	2201.3	3508.55
40678	1900.36	3759.3	26.073	0.243	1.086	0.323	24.987	0.08	2201.36	4759.3
4359	1900.37	1286.78	21.657	0.01	0.264	0.02	21.393	0.01	2201.37	2286.78
38674	1900.42	3178.3	26.233	0.392	1.274	0.577	24.959	0.185	2201.42	4178.3
5717	1900.49	1566.08	21.79	0.011	0.452	0.021	21.338	0.01	2201.49	2566.08
2063	1900.53	647.08	22.905	0.015	0.547	0.029	22.358	0.014	2201.53	1647.08
42202	1900.73	4174.65	23.209	0.016	0.63	0.03	22.579	0.014	2201.73	5174.65
8804	1900.77	1996.47	23.275	0.019	0.631	0.036	22.644	0.017	2201.77	2996.47
875	1900.87	247.9	24.152	0.031	0.74	0.07	23.412	0.039	2201.87	1247.9
32837	1900.96	1693.85	25.233	0.079	1.038	0.136	24.195	0.057	2201.96	2693.85
24859	1901.06	3906.89	24.489	0.034	0.832	0.06	23.657	0.026	2202.06	4906.89
39729	1901.23	3460.24	25.072	0.074	0.909	0.119	24.163	0.045	2202.23	4460.24
25151	1901.3	3981.91	23.711	0.023	0.817	0.042	22.894	0.019	2202.3	4981.91
20522	1901.35	3107.08	21.931	0.011	0.437	0.023	21.494	0.012	2202.35	4107.08
29664	1901.37	691.71	26.213	0.213	1.111	0.296	25.102	0.083	2202.37	1691.71
22195	1901.38	3345.91	23.836	0.038	0.617	0.105	23.219	0.067	2202.38	4345.91
13962	1901.44	2481.63	19.573	0.009	0.958	0.018	18.615	0.009	2202.44	3481.63
3825	1901.52	1160.07	24.36	0.043	0.764	0.07	23.596	0.027	2202.52	2160.07
19046	1901.62	2939.07	22.441	0.011	0.421	0.026	22.02	0.015	2202.62	3939.07
23074	1901.72	3507.64	23.541	0.019	0.652	0.038	22.889	0.019	2202.72	4507.64
33750	1901.77	1926.7	25.106	0.088	0.904	0.19	24.202	0.102	2202.77	2926.7
6862	1901.78	1749.03	22.743	0.015	0.524	0.028	22.219	0.013	2202.78	2749.03
18905	1901.91	2924.96	23.51	0.031	0.603	0.064	22.907	0.033	2202.91	3924.96
5141	1901.98	1459.99	22.486	0.024	0.872	0.304	21.614	0.28	2202.98	2459.99
20109	1901.98	3057.7	22.865	0.033	0.67	0.08	22.195	0.047	2202.98	4057.7
20225	1901.98	3069.78	20.85	0.029	0.344	0.063	20.506	0.034	2202.98	4069.78
32497	1902.01	1609.2	25.852	0.271	0.992	0.364	24.86	0.093	2203.01	2609.2
7323	1902.13	1815.53	23.501	0.022	0.617	0.051	22.884	0.029	2203.13	2815.53
34135	1902.21	2010.33	25.025	0.152	0.906	0.269	24.119	0.117	2203.21	3010.33
16216	1902.25	2675.55	21.444	0.01	0.226	0.028	21.218	0.018	2203.25	3675.55
13774	1902.26	2464.39	23.159	0.066	0.687	0.382	22.472	0.316	2203.26	3464.39
25197	1902.35	3992.97	24.54	0.039	0.858	0.065	23.682	0.026	2203.35	4992.97
12700	1902.38	2371.84	23.554	0.036	0.598	0.105	22.956	0.069	2203.38	3371.84
16289	1902.46	2681.91	20.818	0.01	0.231	0.023	20.587	0.013	2203.46	3681.91
42255	1902.54	4183.06	25.718	0.098	1.007	0.157	24.711	0.059	2203.54	5183.06
16642	1902.57	2712.09	18.904	0.008	1.158	0.016	17.746	0.008	2203.57	3712.09
17563	1902.6	2794.08	22.636	0.015	0.517	0.038	22.119	0.023	2203.6	3794.08
7944	1902.63	1897.63	21.194	0.01	0.235	0.02	20.959	0.01	2203.63	2897.63
34114	1902.92	2006.49	25.32	0.149	0.877	0.274	24.443	0.125	2203.92	3006.49
28017	1902.97	49.19	25.837	0.112	1.245	0.183	24.592	0.071	2203.97	1049.19
32958	1903.01	1725.6	22.531	0.014	0.509	0.027	22.022	0.013	2204.01	2725.6
18510	1903.04	2886.17	23.013	0.036	0.562	0.065	22.451	0.029	2204.04	3886.17
805	1903.09	216.19	25.237	0.07	0.827	0.122	24.41	0.052	2204.09	1216.19
24398	1903.2	3789.37	20.408	0.01	-0.008	0.02	20.416	0.01	2204.2	4789.37
31487	1903.41	1308.45	26.214	0.349	1.051	0.433	25.163	0.084	2204.41	2308.45
23665	1903.42	3621.2	24.744	0.044	0.793	0.077	23.951	0.033	2204.42	4621.2
1171	1903.55	354.2	25.723	0.101	1.008	0.185	24.715	0.084	2204.55	1354.2
11363	1903.56	2250.93	18.315	0.009	1.22	0.018	17.095	0.009	2204.56	3250.93
19255	1903.57	2961.26	23.392	0.048	0.639	0.117	22.753	0.069	2204.57	3961.26
23776	1903.6	3648.78	21.881	0.01	0.33	0.023	21.551	0.013	2204.6	4648.78
10507	1903.63	2170.68	20.902	0.023	0.356	0.051	20.546	0.028	2204.63	3170.68
13009	1903.73	2398.24	20.67	0.01	0.281	0.021	20.389	0.011	2204.73	3398.24
17726	1903.75	2810.07	20.7	0.01	0.307	0.02	20.393	0.01	2204.75	3810.07
15549	1903.95	2616.24	21.474	0.038	0.492	0.288	20.982	0.25	2204.95	3616.24
7179	1903.98	1796.88	24.448	0.067	0.837	0.122	23.611	0.055	2204.98	2796.88
15992	1904.1	2654.77	20.659	0.01	0.272	0.02	20.387	0.01	2205.1	3654.77
830	1904.19	226.28	20.897	0.011	0	0.021	20.897	0.01	2205.19	1226.28
13203	1904.2	2414.16	20.41	0.01	0.018	0.021	20.392	0.011	2205.2	3414.16
29223	1904.24	526.4	25.296	0.088	0.93	0.153	24.366	0.065	2205.24	1526.4
14911	1904.36	2561.52	24.949	0.126	0.702	0.507	24.247	0.381	2205.36	3561.52
14810	1904.58	2552.28	22.165	0.017	0.395	0.055	21.77	0.038	2205.58	3552.28
2927	1904.69	920.74	24.698	0.051	0.792	0.084	23.906	0.033	2205.69	1920.74
10764	1904.82	2195.21	20.38	0.01	0.319	0.021	20.061	0.011	2205.82	3195.21
16151	1904.85	2669.09	22.449	0.048	0.472	0.162	21.977	0.114	2205.85	3669.09
30205	1905	891.73	26.21	0.32	1.107	0.408	25.103	0.088	2206	1891.73
19095	1905.07	2944.73	23.931	0.035	0.652	0.07	23.279	0.035	2206.07	3944.73
18643	1905.09	2899.31	22.498	0.021	0.481	0.064	22.017	0.043	2206.09	3899.31
20661	1905.1	3123.07	20.958	0.015	0.253	0.047	20.705	0.032	2206.1	4123.07
7688	1905.16	1864.93	24.414	0.063	0.838	0.114	23.576	0.051	2206.16	2864.93
25103	1905.19	3970.56	21.826	0.01	0.677	0.02	21.149	0.01	2206.19	4970.56
29147	1905.21	501.47	26.295	0.297	1.588	0.386	24.707	0.089	2206.21	1501.47
20919	1905.21	3157.06	21.15	0.01	0.348	0.038	20.802	0.028	2206.21	4157.06
4230	1905.22	1258.71	23.138	0.018	0.585	0.031	22.553	0.013	2206.22	2258.71
19985	1905.54	3043.65	19.548	0.008	0.972	0.017	18.576	0.009	2206.54	4043.65
5223	1905.57	1477.02	16.911	0.011	1.634	0.023	15.277	0.012	2206.57	2477.02
14681	1905.59	2540.79	20.723	0.01	0.283	0.02	20.44	0.01	2206.59	3540.79
36942	1905.59	2745.73	24.879	0.086	1.011	0.154	23.868	0.068	2206.59	3745.73
19546	1905.59	2996.35	20.38	0.009	0.246	0.019	20.134	0.01	2206.59	3996.35
23121	1905.66	3517.36	23.164	0.015	0.669	0.033	22.495	0.018	2206.66	4517.36
24652	1905.89	3854.7	21.01	0.02	0.364	0.045	20.646	0.025	2206.89	4854.7
14962	1905.94	2565.89	24.403	0.064	0.806	0.137	23.597	0.073	2206.94	3565.89
15695	1906.01	2629.1	21.721	0.02	0.352	0.054	21.369	0.034	2207.01	3629.1
37347	1906.05	2848.4	24.903	0.19	0.84	0.475	24.063	0.285	2207.05	3848.4
39139	1906.28	3299.71	25.714	0.085	1.202	0.143	24.512	0.058	2207.28	4299.71
2367	1906.37	748.37	22.753	0.015	0.509	0.029	22.244	0.014	2207.37	1748.37
9979	1906.44	2123.12	22.93	0.03	0.657	0.06	22.273	0.03	2207.44	3123.12
9166	1906.46	2038.3	21.843	0.027	0.502	0.073	21.341	0.046	2207.46	3038.3
1430	1906.53	440.55	24.127	0.029	0.735	0.052	23.392	0.023	2207.53	1440.55
24627	1906.62	3848.87	21.93	0.024	0.408	0.053	21.522	0.029	2207.62	4848.87
41093	1906.67	3897.7	26.083	0.235	1.122	0.316	24.961	0.081	2207.67	4897.7
31754	1906.68	1385.15	25.432	0.18	1.01	0.331	24.422	0.151	2207.68	2385.15
21174	1906.72	3191.26	19.831	0.009	-0.024	0.019	19.855	0.01	2207.72	4191.26
31605	1906.75	1343.07	25.133	0.059	0.932	0.099	24.201	0.04	2207.75	2343.07
17343	1906.8	2773.82	24.667	0.078	1.042	0.157	23.625	0.079	2207.8	3773.82
22177	1906.82	3342.22	22.203	0.01	0.542	0.021	21.661	0.011	2207.82	4342.22
9572	1906.86	2081.41	22.129	0.01	0.413	0.022	21.716	0.012	2207.86	3081.41
462	1906.88	92.87	24.263	0.035	0.717	0.062	23.546	0.027	2207.88	1092.87
14375	1906.89	2517.34	19.367	0.009	0.97	0.018	18.397	0.009	2207.89	3517.34
41418	1906.94	4005.09	25.72	0.139	1.053	0.192	24.667	0.053	2207.94	5005.09
12022	1907.01	2310.62	19.473	0.008	0.999	0.017	18.474	0.009	2208.01	3310.62
11198	1907.02	2236.05	20.796	0.032	0.164	0.07	20.632	0.038	2208.02	3236.05
12596	1907.13	2361.59	21.833	0.011	0.361	0.026	21.472	0.015	2208.13	3361.59
13330	1907.24	2426.03	22.699	0.019	0.491	0.046	22.208	0.027	2208.24	3426.03
36576	1907.31	2641.01	21.69	0.011	0.353	0.025	21.337	0.014	2208.31	3641.01
22122	1907.36	3330.75	21.415	0.01	0.393	0.02	21.022	0.01	2208.36	4330.75
21544	1907.37	3240.97	24.965	0.144	0.932	0.187	24.033	0.043	2208.37	4240.97
22420	1907.48	3384.92	23.583	0.085	0.664	0.216	22.919	0.131	2208.48	4384.92
33056	1907.68	1750.86	26.011	0.333	0.855	0.827	25.156	0.494	2208.68	2750.86
8654	1907.69	1979.27	23.662	0.031	0.638	0.054	23.024	0.023	2208.69	2979.27
11807	1907.71	2290.61	25.175	0.151	1.019	0.229	24.156	0.078	2208.71	3290.61
16382	1907.72	2690.61	21.175	0.01	0.313	0.02	20.862	0.01	2208.72	3690.61
21701	1907.72	3263.87	24.858	0.05	0.865	0.082	23.993	0.032	2208.72	4263.87
21244	1908.11	3201.15	24.943	0.082	0.746	0.168	24.197	0.086	2209.11	4201.15
11564	1908.25	2269.23	22.061	0.01	0.401	0.02	21.66	0.01	2209.25	3269.23
7149	1908.33	1792.19	23.437	0.057	0.66	0.113	22.777	0.056	2209.33	2792.19
8560	1908.36	1968.21	22.753	0.015	0.54	0.034	22.213	0.019	2209.36	2968.21
18930	1908.48	2927.83	21.597	0.01	0.295	0.02	21.302	0.01	2209.48	3927.83
14535	1908.61	2530.36	21.996	0.043	0.492	0.13	21.504	0.087	2209.61	3530.36
18761	1908.69	2910.11	19.65	0.014	0.945	0.025	18.705	0.011	2209.69	3910.11
9274	1908.84	2049.52	24.858	0.084	0.897	0.157	23.961	0.073	2209.84	3049.52
10574	1908.96	2176.52	21.597	0.027	0.398	0.058	21.199	0.031	2209.96	3176.52
34521	1908.97	2105.36	20.771	0.01	0.273	0.02	20.498	0.01	2209.97	3105.36
10238	1909.04	2148.9	21.408	0.01	0.399	0.02	21.009	0.01	2210.04	3148.9
9908	1909.05	2116.03	22.536	0.023	0.465	0.063	22.071	0.04	2210.05	3116.03
7042	1909.29	1775.11	19.382	0.009	0.977	0.018	18.405	0.009	2210.29	2775.11
20038	1909.36	3048.7	20.762	0.015	0.35	0.076	20.412	0.061	2210.36	4048.7
39803	1909.54	3486.44	26.152	0.231	1.093	0.32	25.059	0.089	2210.54	4486.44
1303	1909.56	396.27	24.359	0.038	0.735	0.07	23.624	0.032	2210.56	1396.27
4896	1909.57	1403.98	22.444	0.012	0.439	0.025	22.005	0.013	2210.57	2403.98
29238	1909.58	533.66	24.953	0.057	0.921	0.095	24.032	0.038	2210.58	1533.66
4492	1909.61	1316.35	23.484	0.035	0.655	0.054	22.829	0.019	2210.61	2316.35
22912	1909.7	3474.6	23.817	0.03	0.654	0.051	23.163	0.021	2210.7	4474.6
13242	1909.72	2418.2	23.216	0.043	0.598	0.084	22.618	0.041	2210.72	3418.2
39070	1909.79	3285.4	25.533	0.085	0.897	0.14	24.636	0.055	2210.79	4285.4
19320	1909.86	2967.67	22.712	0.015	0.49	0.028	22.222	0.013	2210.86	3967.67
31741	1910.11	1382.57	24.768	0.076	0.86	0.13	23.908	0.054	2211.11	2382.57
15032	1910.14	2571.9	22.695	0.033	0.571	0.118	22.124	0.085	2211.14	3571.9
41696	1910.21	4087.79	24.089	0.035	0.689	0.056	23.4	0.021	2211.21	5087.79
11649	1910.28	2276.1	21.512	0.01	0.23	0.02	21.282	0.01	2211.28	3276.1
41349	1910.28	3983.18	25.43	0.077	0.968	0.131	24.462	0.054	2211.28	4983.18
8424	1910.29	1952.92	21.801	0.018	0.411	0.05	21.39	0.032	2211.29	2952.92
16238	1910.35	2677.45	22.846	0.022	0.59	0.04	22.256	0.018	2211.35	3677.45
24539	1910.42	3827.25	22.828	0.015	0.517	0.028	22.311	0.013	2211.42	4827.25
18521	1910.46	2887.03	22.825	0.018	0.613	0.04	22.212	0.022	2211.46	3887.03
34087	1910.55	2001.3	24.85	0.129	0.901	0.194	23.949	0.065	2211.55	3001.3
17508	1910.6	2789.36	24.099	0.05	0.818	0.123	23.281	0.073	2211.6	3789.36
10130	1910.62	2138.69	21.036	0.01	0.453	0.02	20.583	0.01	2211.62	3138.69
41948	1910.82	4135.99	24.543	0.095	0.86	0.211	23.683	0.116	2211.82	5135.99
19084	1910.86	2943.85	25.002	0.108	0.88	0.169	24.122	0.061	2211.86	3943.85
789	1910.96	208.96	23.416	0.02	0.575	0.038	22.841	0.018	2211.96	1208.96
34347	1911.01	2062.49	25.793	0.2	0.895	0.702	24.898	0.502	2212.01	3062.49
6036	1911.08	1615.61	24.417	0.043	0.805	0.076	23.612	0.033	2212.08	2615.61
20439	1911.17	3095.66	21.666	0.011	0.374	0.033	21.292	0.022	2212.17	4095.66
10464	1911.27	2167.13	21.29	0.022	0.24	0.053	21.05	0.031	2212.27	3167.13
7444	1911.28	1830.73	20.265	0.027	0.208	0.055	20.057	0.028	2212.28	2830.73
35213	1911.28	2285.09	25.293	0.181	1.069	0.597	24.224	0.416	2212.28	3285.09
11940	1911.32	2302.66	23.706	0.066	0.86	0.159	22.846	0.093	2212.32	3302.66
4759	1911.41	1373.66	24.48	0.046	0.891	0.078	23.589	0.032	2212.41	2373.66
7752	1911.43	1872.24	21.294	0.01	0.221	0.021	21.073	0.011	2212.43	2872.24
36512	1911.64	2624.09	21.143	0.011	0.257	0.023	20.886	0.012	2212.64	3624.09
31114	1911.73	1193.08	25.25	0.099	0.95	0.168	24.3	0.069	2212.73	2193.08
32240	1911.86	1524.24	25.266	0.1	1.166	0.216	24.1	0.116	2212.86	2524.24
24103	1911.94	3722.17	23.259	0.014	0.6	0.028	22.659	0.014	2212.94	4722.17
37343	1911.97	2847.37	24.874	0.087	1.112	0.147	23.762	0.06	2212.97	3847.37
10629	1911.99	2182.54	23.59	0.05	0.642	0.093	22.948	0.043	2212.99	3182.54
4004	1912.08	1204.08	24.636	0.047	0.904	0.084	23.732	0.037	2213.08	2204.08
39131	1912.09	3298.28	26.058	0.358	1.08	0.448	24.978	0.09	2213.09	4298.28
6472	1912.1	1688.85	23.871	0.034	0.694	0.064	23.177	0.03	2213.1	2688.85
25360	1912.13	4043.58	24.433	0.034	0.769	0.066	23.664	0.032	2213.13	5043.58
31949	1912.2	1442.69	25.042	0.106	0.788	0.158	24.254	0.052	2213.2	2442.69
25417	1912.27	4066.28	24.086	0.047	0.691	0.08	23.395	0.033	2213.27	5066.28
12485	1912.79	2351.56	22.109	0.011	0.408	0.027	21.701	0.016	2213.79	3351.56
37173	1912.79	2804.57	25.029	0.138	0.766	0.344	24.263	0.206	2213.79	3804.57
24204	1912.85	3741.06	21.023	0.014	0.246	0.024	20.777	0.01	2213.85	4741.06
20751	1912.99	3134.82	16.648	0.013	1.784	0.024	14.864	0.011	2213.99	4134.82
30226	1913.24	900.15	26.427	0.376	1.023	0.552	25.404	0.176	2214.24	1900.15
10360	1913.25	2157.88	22.256	0.032	0.305	0.062	21.951	0.03	2214.25	3157.88
37698	1913.26	2936.6	26.273	0.437	1.353	0.555	24.92	0.118	2214.26	3936.6
7952	1913.5	1898.28	21.186	0.015	0.456	0.031	20.73	0.016	2214.5	2898.28
21496	1913.5	3233.75	22.385	0.011	0.423	0.026	21.962	0.015	2214.5	4233.75
13395	1913.98	2431.02	21.422	0.011	0.366	0.024	21.056	0.013	2214.98	3431.02
16092	1913.99	2663.61	19.653	0.009	0.988	0.018	18.665	0.009	2214.99	3663.61
14181	1914.01	2499.09	21.406	0.02	0.298	0.045	21.108	0.025	2215.01	3499.09
24993	1914.01	3944.71	23.897	0.026	0.786	0.055	23.111	0.029	2215.01	4944.71
13909	1914.03	2476.13	23.362	0.072	0.641	0.201	22.721	0.129	2215.03	3476.13
12396	1914.11	2343.86	22.932	0.038	0.569	0.079	22.363	0.041	2215.11	3343.86
14622	1914.2	2536.74	22.146	0.012	0.382	0.031	21.764	0.019	2215.2	3536.74
41291	1914.21	3962.01	25.177	0.061	1.02	0.097	24.157	0.036	2215.21	4962.01
18360	1914.28	2871.87	21.923	0.011	0.347	0.037	21.576	0.026	2215.28	3871.87
5354	1914.42	1504.33	25.093	0.062	1.067	0.154	24.026	0.092	2215.42	2504.33
23080	1914.51	3508.83	25.029	0.063	0.93	0.108	24.099	0.045	2215.51	4508.83
3902	1914.54	1174.85	20.906	0.01	0.311	0.02	20.595	0.01	2215.54	2174.85
21030	1914.61	3172.03	23.891	0.052	0.849	0.128	23.042	0.076	2215.61	4172.03
16869	1914.74	2733.87	24.28	0.044	0.857	0.107	23.423	0.063	2215.74	3733.87
2976	1914.76	932.8	21.2	0.011	0.16	0.021	21.04	0.01	2215.76	1932.8
10577	1915.04	2176.79	22.023	0.033	0.301	0.073	21.722	0.04	2216.04	3176.79
1611	1915.12	503.43	22.784	0.015	0.563	0.034	22.221	0.019	2216.12	1503.43
14335	1915.2	2513.52	20.391	0.027	0.336	0.055	20.055	0.028	2216.2	3513.52
14809	1915.22	2552.19	21.101	0.033	0.26	0.096	20.841	0.063	2216.22	3552.19
18244	1915.27	2861.64	19.348	0.009	1.068	0.017	18.28	0.008	2216.27	3861.64
23387	1915.33	3567.37	23.327	0.039	0.677	0.087	22.65	0.048	2216.33	4567.37
7619	1915.35	1854.47	22.296	0.011	0.451	0.022	21.845	0.011	2216.35	2854.47
21664	1915.36	3258.38	21.994	0.01	0.36	0.02	21.634	0.01	2216.36	4258.38
15039	1915.42	2572.79	21.905	0.03	0.398	0.073	21.507	0.043	2216.42	3572.79
19872	1915.53	3030.65	25.145	0.097	0.916	0.157	24.229	0.06	2216.53	4030.65
1497	1915.55	463.22	23.134	0.017	0.672	0.03	22.462	0.013	2216.55	1463.22
15271	1915.64	2592.24	21.318	0.01	0.403	0.02	20.915	0.01	2216.64	3592.24
9893	1915.76	2114.85	21.261	0.01	0.306	0.027	20.955	0.017	2216.76	3114.85
4835	1915.83	1389.43	23.811	0.023	0.716	0.04	23.095	0.017	2216.83	2389.43
17117	1915.86	2755.14	21.538	0.044	0.216	0.131	21.322	0.087	2216.86	3755.14
15893	1915.9	2646.72	21.636	0.014	0.29	0.03	21.346	0.016	2216.9	3646.72
22337	1916.01	3368.39	23.833	0.021	0.672	0.04	23.161	0.019	2217.01	4368.39
15712	1916.19	2630.35	20.673	0.018	0.328	0.037	20.345	0.019	2217.19	3630.35
8789	1916.22	1995.05	20.906	0.016	0.319	0.033	20.587	0.017	2217.22	2995.05
35322	1916.37	2315.87	20.648	0.01	0.346	0.022	20.302	0.012	2217.37	3315.87
18906	1916.39	2925.09	23.764	0.032	0.665	0.057	23.099	0.025	2217.39	3925.09
5609	1916.44	1548.18	24.192	0.041	0.778	0.084	23.414	0.043	2217.44	2548.18
14924	1916.58	2562.42	23.327	0.022	0.656	0.046	22.671	0.024	2217.58	3562.42
14108	1916.73	2493.43	21.358	0.039	0.394	0.106	20.964	0.067	2217.73	3493.43
21334	1916.74	3212.77	21.476	0.01	0.234	0.02	21.242	0.01	2217.74	4212.77
29939	1916.75	792.35	25.251	0.085	0.831	0.153	24.42	0.068	2217.75	1792.35
10262	1916.75	2151.7	24.303	0.106	0.996	0.263	23.307	0.157	2217.75	3151.7
23116	1916.75	3516.2	22.672	0.011	0.528	0.025	22.144	0.014	2217.75	4516.2
6510	1916.86	1695.04	21.515	0.01	0.315	0.022	21.2	0.012	2217.86	2695.04
13232	1917.03	2417.18	21.907	0.022	0.399	0.074	21.508	0.052	2218.03	3417.18
22886	1917.1	3469.76	23.782	0.029	0.673	0.047	23.109	0.018	2218.1	4469.76
8879	1917.13	2005.48	23.02	0.025	0.596	0.047	22.424	0.022	2218.13	3005.48
22052	1917.14	3318.75	25.182	0.064	0.956	0.103	24.226	0.039	2218.14	4318.75
8943	1917.39	2012.93	23.374	0.054	0.746	0.105	22.628	0.051	2218.39	3012.93
32278	1917.4	1538.3	24.995	0.088	0.851	0.17	24.144	0.082	2218.4	2538.3
21259	1917.48	3203.16	21.078	0.01	0.242	0.02	20.836	0.01	2218.48	4203.16
15450	1917.72	2607.71	22.724	0.026	0.513	0.068	22.211	0.042	2218.72	3607.71
37833	1917.75	2970.75	24.846	0.07	1.088	0.116	23.758	0.046	2218.75	3970.75
8575	1917.86	1969.72	24.71	0.066	0.914	0.117	23.796	0.051	2218.86	2969.72
39035	1917.89	3275.23	26.348	0.218	1.325	0.324	25.023	0.106	2218.89	4275.23
42101	1917.99	4159.83	24.624	0.039	0.838	0.069	23.786	0.03	2218.99	5159.83
38365	1918.19	3101	25.776	0.18	1.195	0.306	24.581	0.126	2219.19	4101
16994	1918.23	2744.95	19.535	0.009	0.985	0.018	18.55	0.009	2219.23	3744.95
23189	1918.23	3529.76	23.628	0.02	0.684	0.036	22.944	0.016	2219.23	4529.76
14432	1918.34	2521.06	21.157	0.01	0.366	0.021	20.791	0.011	2219.34	3521.06
17301	1918.37	2770.49	19.644	0.009	0.974	0.018	18.67	0.009	2219.37	3770.49
30894	1918.38	1120.07	25.02	0.087	0.89	0.134	24.13	0.047	2219.38	2120.07
19516	1918.38	2993	24.677	0.058	0.761	0.102	23.916	0.044	2219.38	3993
37790	1918.42	2959.5	25.594	0.147	0.937	0.334	24.657	0.187	2219.42	3959.5
18809	1918.53	2915.02	23.482	0.033	0.726	0.084	22.756	0.051	2219.53	3915.02
7521	1918.65	1841.7	22.17	0.014	0.428	0.036	21.742	0.022	2219.65	2841.7
14721	1918.72	2544.45	23.505	0.041	0.666	0.092	22.839	0.051	2219.72	3544.45
19930	1918.86	3038.67	24.683	0.056	0.776	0.11	23.907	0.054	2219.86	4038.67
6717	1918.88	1728.56	22.749	0.013	0.529	0.026	22.22	0.013	2219.88	2728.56
20099	1918.92	3056.99	23.911	0.031	0.721	0.057	23.19	0.026	2219.92	4056.99
6926	1919.05	1757.76	23.367	0.019	0.573	0.036	22.794	0.017	2220.05	2757.76
11374	1919.09	2251.8	22.667	0.029	0.447	0.064	22.22	0.035	2220.09	3251.8
18021	1919.25	2838.2	24.216	0.049	0.732	0.097	23.484	0.048	2220.25	3838.2
37864	1919.4	2978.67	22.455	0.017	0.456	0.034	21.999	0.017	2220.4	3978.67
35582	1919.41	2385.53	24.986	0.157	0.914	0.277	24.072	0.12	2220.41	3385.53
8121	1919.6	1920.13	19.722	0.009	0.984	0.018	18.738	0.009	2220.6	2920.13
14150	1919.61	2497.01	21.413	0.038	0.322	0.079	21.091	0.041	2220.61	3497.01
