#ID	x	y	F555	E_555	F555-F814	e_ff-14	F814	E_814	x_moved	y_moved
16144	962.57	2668.22	21.855	0.011	0.403	0.021	21.452	0.01	1263.57	3668.22
9972	962.61	2121.95	21.788	0.01	0.366	0.02	21.422	0.01	1263.61	3121.95
12748	962.65	2375.47	18.503	0.009	1.157	0.018	17.346	0.009	1263.65	3375.47
4323	962.67	1278.12	23.704	0.029	0.655	0.048	23.049	0.019	1263.67	2278.12
24938	962.68	3925.9	24.061	0.026	0.683	0.055	23.378	0.029	1263.68	4925.9
14157	962.75	2497.79	20.867	0.01	0.406	0.02	20.461	0.01	1263.75	3497.79
30836	962.77	1102.04	25.189	0.106	1.039	0.194	24.15	0.088	1263.77	2102.04
23723	962.83	3634.99	19.287	0.01	0.043	0.02	19.244	0.01	1263.83	4634.99
1763	962.85	553.34	24.896	0.054	0.755	0.092	24.141	0.038	1263.85	1553.34
28705	962.91	325.45	26.007	0.14	0.886	0.242	25.121	0.102	1263.91	1325.45
8802	963.11	1996.4	20.349	0.01	0.306	0.02	20.043	0.01	1264.11	2996.4
30713	963.23	1053.67	26.238	0.26	1.044	0.382	25.194	0.122	1264.23	2053.67
3168	963.3	987.3	24.755	0.046	0.791	0.082	23.964	0.036	1264.3	1987.3
32493	963.41	1607.31	23.298	0.016	0.619	0.035	22.679	0.019	1264.41	2607.31
3547	963.62	1086.69	19.48	0.009	1	0.018	18.48	0.009	1264.62	2086.69
7904	963.69	1891.85	24.726	0.046	0.744	0.104	23.982	0.058	1264.69	2891.85
13243	963.99	2418.28	23.409	0.021	0.652	0.048	22.757	0.027	1264.99	3418.28
17484	964.02	2787.65	20.997	0.01	0.252	0.02	20.745	0.01	1265.02	3787.65
21720	964.12	3266.92	25.193	0.067	0.941	0.122	24.252	0.055	1265.12	4266.92
8118	964.23	1920.07	22.525	0.038	0.53	0.211	21.995	0.173	1265.23	2920.07
34154	964.23	2014.67	25.271	0.074	0.898	0.133	24.373	0.059	1265.23	3014.67
18827	964.25	2916.75	19.569	0.009	0.941	0.018	18.628	0.009	1265.25	3916.75
19986	964.52	3043.92	19.309	0.009	0.963	0.018	18.346	0.009	1265.52	4043.92
22765	964.53	3445.91	24.223	0.055	0.843	0.113	23.38	0.058	1265.53	4445.91
2313	964.79	729.25	22.711	0.013	0.497	0.026	22.214	0.013	1265.79	1729.25
6317	965.01	1664.76	23.629	0.023	0.675	0.043	22.954	0.02	1266.01	2664.76
2234	965.09	702.44	23.599	0.021	0.673	0.042	22.926	0.021	1266.09	1702.44
14869	965.15	2558.68	21.12	0.021	0.363	0.045	20.757	0.024	1266.15	3558.68
18741	965.23	2908.66	21.728	0.014	0.356	0.044	21.372	0.03	1266.23	3908.66
4038	965.37	1211.92	24.727	0.071	0.845	0.117	23.882	0.046	1266.37	2211.92
4968	965.4	1422.98	24.319	0.049	0.727	0.084	23.592	0.035	1266.4	2422.98
15016	965.41	2570.62	21.183	0.018	0.224	0.039	20.959	0.021	1266.41	3570.62
17712	965.49	2808.63	22.784	0.013	0.613	0.028	22.171	0.015	1266.49	3808.63
1535	965.67	477.2	24.165	0.058	0.76	0.081	23.405	0.023	1266.67	1477.2
7683	965.67	1864.32	21.985	0.012	0.379	0.035	21.606	0.023	1266.67	2864.32
41684	965.76	4086.03	25.274	0.085	1	0.139	24.274	0.054	1266.76	5086.03
38205	965.86	3064.89	26.096	0.192	1.122	0.4	24.974	0.208	1266.86	4064.89
8179	965.88	1925.34	20.42	0.01	0.252	0.021	20.168	0.011	1266.88	2925.34
12436	965.88	2346.89	23.215	0.021	0.548	0.045	22.667	0.024	1266.88	3346.89
16365	965.96	2688.85	23.178	0.038	0.65	0.076	22.528	0.038	1266.96	3688.85
28377	966	198.95	25.591	0.127	1.075	0.181	24.516	0.054	1267	1198.95
12170	966.06	2322.66	22.319	0.018	0.53	0.043	21.789	0.025	1267.06	3322.66
23951	966.21	3686.49	24.428	0.039	0.806	0.087	23.622	0.048	1267.21	4686.49
20268	966.28	3075.19	20.34	0.009	0.137	0.019	20.203	0.01	1267.28	4075.19
21597	966.52	3248.02	24.417	0.038	0.799	0.065	23.618	0.027	1267.52	4248.02
13744	966.6	2461.72	21.962	0.051	0.532	0.126	21.43	0.075	1267.6	3461.72
12848	966.91	2383.96	22.363	0.036	0.749	0.652	21.614	0.616	1267.91	3383.96
38609	966.93	3160.09	25.59	0.138	1.079	0.345	24.511	0.207	1267.93	4160.09
879	967.04	249.73	23.759	0.023	0.68	0.04	23.079	0.017	1268.04	1249.73
11063	967.14	2222.19	22.803	0.014	0.533	0.031	22.27	0.017	1268.14	3222.19
21041	967.22	3172.83	21.391	0.01	0.228	0.02	21.163	0.01	1268.22	4172.83
19309	967.39	2965.99	23.037	0.013	0.588	0.028	22.449	0.015	1268.39	3965.99
30420	967.65	964.99	25.324	0.069	0.933	0.123	24.391	0.054	1268.65	1964.99
24499	967.65	3818.63	23.783	0.026	0.663	0.047	23.12	0.021	1268.65	4818.63
28291	967.71	160.42	25.542	0.095	0.955	0.164	24.587	0.069	1268.71	1160.42
21540	967.73	3240.65	23.6	0.032	0.78	0.049	22.82	0.017	1268.73	4240.65
10225	967.79	2147.85	24.964	0.072	0.839	0.111	24.125	0.039	1268.79	3147.85
32050	967.91	1468.99	25.658	0.113	0.948	0.192	24.71	0.079	1268.91	2468.99
35148	968.02	2270.08	26.004	0.137	1.157	0.207	24.847	0.07	1269.02	3270.08
24033	968.06	3705.68	22.077	0.01	0.367	0.021	21.71	0.011	1269.06	4705.68
11225	968.31	2238.01	23.677	0.027	0.631	0.055	23.046	0.028	1269.31	3238.01
23421	968.45	3574.24	22.617	0.011	0.519	0.021	22.098	0.01	1269.45	4574.24
13529	968.55	2441	21.156	0.042	0.18	0.203	20.976	0.161	1269.55	3441
25187	968.57	3989.99	21.415	0.01	0.345	0.02	21.07	0.01	1269.57	4989.99
9066	968.66	2029.27	24.372	0.035	0.757	0.064	23.615	0.029	1269.66	3029.27
40647	968.73	3750.04	24.976	0.054	0.966	0.13	24.01	0.076	1269.73	4750.04
22661	968.75	3426.56	23.143	0.017	0.581	0.034	22.562	0.017	1269.75	4426.56
17008	968.82	2746.18	22.539	0.012	0.444	0.025	22.095	0.013	1269.82	3746.18
21354	969.01	3215.93	23.814	0.027	0.72	0.053	23.094	0.026	1270.01	4215.93
31478	969.06	1306.34	24.764	0.069	1.083	0.105	23.681	0.036	1270.06	2306.34
935	969.14	269.79	22.669	0.013	0.517	0.026	22.152	0.013	1270.14	1269.79
21215	969.3	3197.85	24.141	0.036	0.742	0.06	23.399	0.024	1270.3	4197.85
2620	969.41	824.11	23.537	0.023	0.733	0.046	22.804	0.023	1270.41	1824.11
13373	969.46	2429.44	24.887	0.115	0.865	0.176	24.022	0.061	1270.46	3429.44
8629	969.55	1975.36	24.429	0.059	0.939	0.119	23.49	0.06	1270.55	2975.36
18169	969.71	2853.87	22.951	0.014	0.534	0.03	22.417	0.016	1270.71	3853.87
10461	969.73	2166.86	24.124	0.033	0.721	0.056	23.403	0.023	1270.73	3166.86
20469	969.75	3099.65	24.968	0.095	0.879	0.142	24.089	0.047	1270.75	4099.65
28899	969.89	398.08	25.756	0.121	0.951	0.183	24.805	0.062	1270.89	1398.08
9236	969.89	2045.31	23.493	0.023	0.656	0.042	22.837	0.019	1270.89	3045.31
4268	969.93	1264.89	25.188	0.056	0.981	0.093	24.207	0.037	1270.93	2264.89
20905	969.99	3155.65	24.156	0.034	0.749	0.08	23.407	0.046	1270.99	4155.65
23730	970.14	3637.02	21.704	0.023	0.396	0.04	21.308	0.017	1271.14	4637.02
32111	970.17	1488.67	25.824	0.11	0.934	0.188	24.89	0.078	1271.17	2488.67
13037	970.42	2399.77	24.501	0.063	0.76	0.136	23.741	0.073	1271.42	3399.77
29993	970.49	818.5	25.124	0.076	0.972	0.142	24.152	0.066	1271.49	1818.5
30742	970.51	1066.34	25.308	0.07	0.937	0.126	24.371	0.056	1271.51	2066.34
39482	970.63	3390.62	26.197	0.401	0.962	0.476	25.235	0.075	1271.63	4390.62
41686	970.65	4086.28	25.074	0.059	0.911	0.11	24.163	0.051	1271.65	5086.28
20378	970.79	3087.15	24.426	0.048	0.765	0.083	23.661	0.035	1271.79	4087.15
15056	970.85	2574.39	20.932	0.01	0.339	0.022	20.593	0.012	1271.85	3574.39
30076	970.94	846.18	26.279	0.297	1.09	0.39	25.189	0.093	1271.94	1846.18
32354	971.12	1563.29	25.415	0.078	0.96	0.125	24.455	0.047	1272.12	2563.29
14041	971.14	2488.69	20.797	0.01	0.27	0.022	20.527	0.012	1272.14	3488.69
13720	971.24	2459.63	21.521	0.02	0.319	0.043	21.202	0.023	1272.24	3459.63
30760	971.35	1072.55	25.134	0.088	0.911	0.161	24.223	0.073	1272.35	2072.55
11453	971.42	2259.58	21.641	0.018	0.459	0.042	21.182	0.024	1272.42	3259.58
13113	971.42	2406	23.874	0.029	0.641	0.062	23.233	0.033	1272.42	3406
5353	971.52	1504.27	24.059	0.033	0.712	0.062	23.347	0.029	1272.52	2504.27
15494	971.6	2612.19	23.732	0.024	0.808	0.045	22.924	0.021	1272.6	3612.19
35526	971.64	2373.68	19.028	0.008	1.119	0.016	17.909	0.008	1272.64	3373.68
14597	971.72	2534.65	19.404	0.009	0.956	0.018	18.448	0.009	1272.72	3534.65
33348	971.74	1829.2	25.763	0.15	1.022	0.26	24.741	0.11	1272.74	2829.2
32227	971.78	1519.8	26.174	0.154	1.206	0.237	24.968	0.083	1272.78	2519.8
31199	971.87	1220.61	25.314	0.07	0.953	0.12	24.361	0.05	1272.87	2220.61
37080	971.88	2782.33	25.493	0.171	1.157	0.247	24.336	0.076	1272.88	3782.33
8729	971.97	1987.73	19.722	0.009	0.901	0.018	18.821	0.009	1272.97	2987.73
14964	972	2565.95	21.816	0.012	0.318	0.025	21.498	0.013	1273	3565.95
20951	972.03	3160.49	24.143	0.036	0.723	0.078	23.42	0.042	1273.03	4160.49
37830	972.06	2970.54	25.759	0.244	0.817	0.385	24.942	0.141	1273.06	3970.54
22854	972.07	3464.06	22.107	0.01	0.423	0.021	21.684	0.011	1273.07	4464.06
14404	972.1	2519.04	24.6	0.042	0.913	0.092	23.687	0.05	1273.1	3519.04
14864	972.2	2558.28	23.489	0.039	0.607	0.067	22.882	0.028	1273.2	3558.28
21749	972.27	3272.23	23.261	0.018	0.615	0.034	22.646	0.016	1273.27	4272.23
28446	972.38	222.68	25.687	0.107	1.085	0.17	24.602	0.063	1273.38	1222.68
23222	972.38	3534.8	22.99	0.016	0.589	0.041	22.401	0.025	1273.38	4534.8
39090	972.68	3289.8	24.89	0.067	0.83	0.104	24.06	0.037	1273.68	4289.8
351	972.77	55.54	24.455	0.038	0.753	0.067	23.702	0.029	1273.77	1055.54
35718	972.83	2424.47	25.312	0.162	0.894	0.332	24.418	0.17	1273.83	3424.47
41287	972.9	3960.58	26.21	0.291	1.072	0.372	25.138	0.081	1273.9	4960.58
9530	972.93	2077.26	21.26	0.011	0.365	0.021	20.895	0.01	1273.93	3077.26
7465	973.09	1834.26	23.861	0.023	0.679	0.041	23.182	0.018	1274.09	2834.26
16857	973.16	2732.92	19.69	0.009	0.961	0.018	18.729	0.009	1274.16	3732.92
8242	973.19	1931.99	19.227	0.009	1.031	0.018	18.196	0.009	1274.19	2931.99
31406	973.33	1287.09	25.241	0.067	0.956	0.106	24.285	0.039	1274.33	2287.09
5955	973.34	1604.31	20.988	0.01	0.235	0.02	20.753	0.01	1274.34	2604.31
28668	973.6	307.44	26.082	0.321	0.999	0.408	25.083	0.087	1274.6	1307.44
27952	973.66	23.48	25.824	0.121	0.966	0.208	24.858	0.087	1274.66	1023.48
1440	973.68	445.14	22.569	0.014	0.496	0.027	22.073	0.013	1274.68	1445.14
41337	973.9	3978.89	25.267	0.068	0.909	0.117	24.358	0.049	1274.9	4978.89
15868	973.91	2643.94	22.384	0.028	0.568	0.072	21.816	0.044	1274.91	3643.94
11147	974	2230.7	24.946	0.088	0.921	0.129	24.025	0.041	1275	3230.7
14758	974.07	2547.82	21.162	0.041	0.32	0.098	20.842	0.057	1275.07	3547.82
14190	974.1	2500.11	21.559	0.015	0.433	0.036	21.126	0.021	1275.1	3500.11
35469	974.15	2360.18	25.136	0.087	0.951	0.204	24.185	0.117	1275.15	3360.18
11227	974.2	2238.11	23.727	0.025	0.651	0.06	23.076	0.035	1275.2	3238.11
13653	974.32	2453.3	20.943	0.011	0.285	0.022	20.658	0.011	1275.32	3453.3
33454	974.84	1857.65	25.621	0.107	0.987	0.171	24.634	0.064	1275.84	2857.65
36634	974.97	2656.44	23.631	0.067	0.702	0.155	22.929	0.088	1275.97	3656.44
37498	974.97	2887.15	25.127	0.069	0.979	0.119	24.148	0.05	1275.97	3887.15
29688	975	700.32	25.235	0.065	0.885	0.114	24.35	0.049	1276	1700.32
4405	975.04	1295.87	23.59	0.023	0.747	0.037	22.843	0.014	1276.04	2295.87
40525	975.05	3711.69	26.047	0.308	1.162	0.404	24.885	0.096	1276.05	4711.69
15223	975.08	2588.86	23.888	0.029	0.683	0.053	23.205	0.024	1276.08	3588.86
25159	975.15	3984.87	24.818	0.075	0.894	0.113	23.924	0.038	1276.15	4984.87
36978	975.16	2756.78	26.094	0.212	0.962	0.344	25.132	0.132	1276.16	3756.78
23286	975.22	3546.99	24.103	0.032	0.809	0.064	23.294	0.032	1276.22	4546.99
17268	975.3	2768.17	21.504	0.011	0.382	0.022	21.122	0.011	1276.3	3768.17
17623	975.45	2800.8	23.581	0.023	0.638	0.059	22.943	0.036	1276.45	3800.8
17354	975.68	2774.71	23.442	0.034	0.645	0.089	22.797	0.055	1276.68	3774.71
2186	975.74	684.61	21.464	0.011	0.37	0.021	21.094	0.01	1276.74	1684.61
14317	975.87	2511.54	23.944	0.066	0.667	0.089	23.277	0.023	1276.87	3511.54
19498	976.07	2990.67	23.893	0.104	0.763	0.207	23.13	0.103	1277.07	3990.67
33554	976.09	1883.61	25.764	0.173	1.039	0.235	24.725	0.062	1277.09	2883.61
3503	976.1	1074.65	23.772	0.026	0.759	0.051	23.013	0.025	1277.1	2074.65
23721	976.15	3634.85	22.13	0.033	0.436	0.079	21.694	0.046	1277.15	4634.85
37181	976.21	2806.73	24.966	0.061	0.918	0.157	24.048	0.096	1277.21	3806.73
18666	976.52	2901.84	24.698	0.043	0.839	0.083	23.859	0.04	1277.52	3901.84
38249	976.56	3076.22	25.234	0.142	1.001	0.221	24.233	0.079	1277.56	4076.22
36674	976.85	2664.56	24.527	0.043	0.836	0.085	23.691	0.042	1277.85	3664.56
35587	976.93	2388.13	23.26	0.021	0.594	0.047	22.666	0.026	1277.93	3388.13
17509	976.96	2789.4	21.895	0.01	0.378	0.025	21.517	0.015	1277.96	3789.4
6185	977	1640.89	23.721	0.024	0.698	0.043	23.023	0.019	1278	2640.89
9444	977.03	2066.69	24.584	0.053	0.723	0.109	23.861	0.056	1278.03	3066.69
12046	977.05	2312.15	24.537	0.049	0.794	0.086	23.743	0.037	1278.05	3312.15
8184	977.11	1925.99	19.271	0.009	0.985	0.018	18.286	0.009	1278.11	2925.99
8461	977.2	1956.36	24.092	0.044	0.842	0.12	23.25	0.076	1278.2	2956.36
11847	977.35	2293.81	19.339	0.008	0.991	0.017	18.348	0.009	1278.35	3293.81
3571	977.37	1091.18	24.709	0.064	0.914	0.109	23.795	0.045	1278.37	2091.18
461	977.42	92.34	22.915	0.014	0.556	0.028	22.359	0.014	1278.42	1092.34
41821	977.55	4115.45	22.345	0.01	0.442	0.021	21.903	0.011	1278.55	5115.45
3794	977.8	1151.35	22.527	0.011	0.585	0.024	21.942	0.013	1278.8	2151.35
10907	977.81	2208.56	19.339	0.009	0.97	0.018	18.369	0.009	1278.81	3208.56
7984	977.96	1903.28	23.473	0.028	0.644	0.044	22.829	0.016	1278.96	2903.28
7359	978.09	1819.66	21.262	0.01	0.255	0.02	21.007	0.01	1279.09	2819.66
16388	978.12	2691.08	23.223	0.015	0.61	0.03	22.613	0.015	1279.12	3691.08
31876	978.26	1420.83	25.144	0.103	0.791	0.144	24.353	0.041	1279.26	2420.83
39333	978.31	3349.35	25.851	0.107	1.019	0.173	24.832	0.066	1279.31	4349.35
21782	978.63	3276.23	23.738	0.033	0.691	0.066	23.047	0.033	1279.63	4276.23
15571	978.68	2617.97	23.221	0.05	0.652	0.11	22.569	0.06	1279.68	3617.97
8698	978.81	1984.4	22.888	0.061	0.617	0.12	22.271	0.059	1279.81	2984.4
2299	978.83	723.5	23.524	0.039	0.606	0.056	22.918	0.017	1279.83	1723.5
12380	978.85	2342.66	18.911	0.008	1.08	0.016	17.831	0.008	1279.85	3342.66
11230	978.96	2238.4	24.478	0.129	0.776	0.419	23.702	0.29	1279.96	3238.4
36440	979.1	2605.41	21.902	0.01	0.347	0.02	21.555	0.01	1280.1	3605.41
39958	979.29	3533.71	26.094	0.328	1.027	0.444	25.067	0.116	1280.29	4533.71
16024	979.44	2657.62	22.845	0.028	0.537	0.058	22.308	0.03	1280.44	3657.62
20144	979.47	3061.52	23.275	0.023	0.595	0.038	22.68	0.015	1280.47	4061.52
18278	979.6	2864.78	22.656	0.011	0.486	0.024	22.17	0.013	1280.6	3864.78
1391	979.72	426.66	23.283	0.019	0.677	0.033	22.606	0.014	1280.72	1426.66
40340	979.77	3655.18	25.62	0.237	1.146	0.289	24.474	0.052	1280.77	4655.18
625	979.82	147.8	21.808	0.011	0.539	0.022	21.269	0.011	1280.82	1147.8
20709	979.87	3130.07	22.639	0.012	0.522	0.025	22.117	0.013	1280.87	4130.07
6872	980.02	1750.13	22.188	0.012	0.37	0.025	21.818	0.013	1281.02	2750.13
17962	980.03	2833.99	22.465	0.018	0.472	0.04	21.993	0.022	1281.03	3833.99
37217	980.06	2814.19	22.673	0.027	0.601	0.074	22.072	0.047	1281.06	3814.19
7754	980.12	1872.82	23.57	0.02	0.662	0.04	22.908	0.02	1281.12	2872.82
10083	980.18	2134.17	22.587	0.01	0.476	0.023	22.111	0.013	1281.18	3134.17
20999	980.33	3167.87	21.208	0.01	0.35	0.02	20.858	0.01	1281.33	4167.87
6509	980.46	1694.99	22.488	0.012	0.423	0.025	22.065	0.013	1281.46	2694.99
24113	980.56	3725.21	24.226	0.028	0.817	0.054	23.409	0.026	1281.56	4725.21
19091	980.64	2944.24	19.293	0.009	0.995	0.019	18.298	0.01	1281.64	3944.24
24089	980.64	3719.52	25.051	0.055	0.855	0.104	24.196	0.049	1281.64	4719.52
6575	980.65	1704.68	20.411	0.01	0.315	0.02	20.096	0.01	1281.65	2704.68
24497	981.1	3818.15	22.938	0.014	0.545	0.027	22.393	0.013	1282.1	4818.15
36030	981.29	2505.83	24.964	0.103	0.897	0.174	24.067	0.071	1282.29	3505.83
40003	981.42	3552.12	24.446	0.061	0.817	0.178	23.629	0.117	1282.42	4552.12
2760	981.43	869.72	23.446	0.02	0.723	0.039	22.723	0.019	1282.43	1869.72
29072	981.54	466.18	25.7	0.145	0.974	0.201	24.726	0.056	1282.54	1466.18
33832	981.6	1945.02	22.244	0.051	0.433	0.164	21.811	0.113	1282.6	2945.02
4652	981.64	1351.44	23.051	0.023	0.631	0.047	22.42	0.024	1282.64	2351.44
40811	981.68	3803.07	24.956	0.093	0.905	0.144	24.051	0.051	1282.68	4803.07
30850	981.78	1107.62	25.068	0.064	0.908	0.103	24.16	0.039	1282.78	2107.62
12659	981.78	2367.49	23.752	0.044	0.891	0.167	22.861	0.123	1282.78	3367.49
16544	981.91	2703.23	20.454	0.009	0.273	0.019	20.181	0.01	1282.91	3703.23
9268	981.94	2048.83	21.032	0.035	0.39	0.105	20.642	0.07	1282.94	3048.83
13103	982.04	2404.76	20.575	0.01	0.241	0.02	20.334	0.01	1283.04	3404.76
20643	982.05	3121.32	24.705	0.049	0.803	0.087	23.902	0.038	1283.05	4121.32
29883	982.14	770.62	25.796	0.13	1.155	0.192	24.641	0.062	1283.14	1770.62
41188	982.29	3924.23	25.144	0.06	0.946	0.143	24.198	0.083	1283.29	4924.23
35187	982.31	2278.76	25.745	0.165	1.188	0.313	24.557	0.148	1283.31	3278.76
9892	982.36	2114.61	23.201	0.017	0.603	0.033	22.598	0.016	1283.36	3114.61
29773	982.82	736.33	25.367	0.097	0.922	0.175	24.445	0.078	1283.82	1736.33
2411	982.89	760.58	23.397	0.016	0.597	0.032	22.8	0.016	1283.89	1760.58
29152	983.08	503.4	25.96	0.196	1.153	0.261	24.807	0.065	1284.08	1503.4
22642	983.09	3423.12	22.975	0.013	0.56	0.024	22.415	0.011	1284.09	4423.12
25269	983.32	4015.57	22.732	0.013	0.501	0.026	22.231	0.013	1284.32	5015.57
7078	983.39	1781.3	22.875	0.011	0.539	0.022	22.336	0.011	1284.39	2781.3
36158	983.42	2539.67	25.574	0.13	1.261	0.223	24.313	0.093	1284.42	3539.67
40993	983.52	3862.6	26.107	0.139	1.289	0.222	24.818	0.083	1284.52	4862.6
8474	983.58	1957.89	22.103	0.011	0.382	0.022	21.721	0.011	1284.58	2957.89
6418	983.59	1680.61	23.949	0.026	0.697	0.057	23.252	0.031	1284.59	2680.61
20450	983.68	3096.67	21.552	0.039	0.422	0.114	21.13	0.075	1284.68	4096.67
14103	983.76	2493.18	24.386	0.072	0.767	0.139	23.619	0.067	1284.76	3493.18
4529	983.81	1322.25	24.772	0.048	0.881	0.082	23.891	0.034	1284.81	2322.25
2248	983.98	708.35	24.801	0.077	0.832	0.183	23.969	0.106	1284.98	1708.35
18065	983.98	2843.62	22.958	0.034	0.652	0.091	22.306	0.057	1284.98	3843.62
28139	984.01	97.12	25.102	0.067	1.196	0.106	23.906	0.039	1285.01	1097.12
16349	984.02	2687.36	24.85	0.076	0.838	0.128	24.012	0.052	1285.02	3687.36
38549	984.05	3147.07	25.035	0.099	0.876	0.138	24.159	0.039	1285.05	4147.07
23614	984.06	3611.06	19.498	0.009	0.984	0.018	18.514	0.009	1285.06	4611.06
39092	984.13	3290.04	26.203	0.283	1.168	0.363	25.035	0.08	1285.13	4290.04
4681	984.16	1357.1	21.812	0.012	0.322	0.022	21.49	0.01	1285.16	2357.1
10203	984.37	2146.37	22.527	0.049	0.53	0.103	21.997	0.054	1285.37	3146.37
16778	984.63	2725.52	22.911	0.016	0.574	0.029	22.337	0.013	1285.63	3725.52
643	984.84	154.82	24.092	0.037	0.73	0.063	23.362	0.026	1285.84	1154.82
16147	985.19	2668.64	24.46	0.045	0.771	0.07	23.689	0.025	1286.19	3668.64
29525	985.48	640.15	25.653	0.095	1.04	0.149	24.613	0.054	1286.48	1640.15
15826	985.55	2640.27	23.708	0.024	0.639	0.046	23.069	0.022	1286.55	3640.27
988	985.59	285.91	21.767	0.01	0.361	0.02	21.406	0.01	1286.59	1285.91
8168	985.61	1924.38	20.06	0.009	0.267	0.019	19.793	0.01	1286.61	2924.38
22954	985.77	3482.05	21.648	0.01	0.352	0.021	21.296	0.011	1286.77	4482.05
22464	985.96	3392.86	22.837	0.011	0.543	0.024	22.294	0.013	1286.96	4392.86
1561	986.1	485.76	22.356	0.012	0.476	0.025	21.88	0.013	1287.1	1485.76
35845	986.11	2457.97	25.662	0.087	1.199	0.179	24.463	0.092	1287.11	3457.97
38033	986.35	3022.07	25.739	0.122	1.008	0.226	24.731	0.104	1287.35	4022.07
698	986.54	171.85	24.921	0.089	0.891	0.235	24.03	0.146	1287.54	1171.85
11483	986.57	2261.78	22.242	0.01	0.388	0.02	21.854	0.01	1287.57	3261.78
14531	986.74	2530.2	23.111	0.032	0.545	0.054	22.566	0.022	1287.74	3530.2
20583	986.78	3113.73	24.771	0.049	0.891	0.089	23.88	0.04	1287.78	4113.73
10353	986.89	2157.42	21.894	0.01	0.315	0.021	21.579	0.011	1287.89	3157.42
11003	986.97	2216.04	22.448	0.013	0.566	0.035	21.882	0.022	1287.97	3216.04
1031	986.99	305.67	22.774	0.017	0.543	0.031	22.231	0.014	1287.99	1305.67
9491	987	2072.88	22.606	0.01	0.482	0.023	22.124	0.013	1288	3072.88
32019	987.08	1461.69	25.006	0.064	0.946	0.115	24.06	0.051	1288.08	2461.69
19847	987.14	3028.45	24.116	0.047	0.757	0.102	23.359	0.055	1288.14	4028.45
18427	987.52	2878.3	21.003	0.025	0.336	0.055	20.667	0.03	1288.52	3878.3
516	987.61	113.03	20.598	0.01	0.288	0.02	20.31	0.01	1288.61	1113.03
1643	987.65	512.47	23.021	0.015	0.578	0.031	22.443	0.016	1288.65	1512.47
8713	987.66	1986.52	24.387	0.054	0.743	0.094	23.644	0.04	1288.66	2986.52
12451	987.98	2348.05	22.962	0.034	0.62	0.127	22.342	0.093	1288.98	3348.05
30876	988.04	1116.34	25.332	0.093	0.961	0.138	24.371	0.045	1289.04	2116.34
29216	988.12	523.65	25.422	0.102	1.07	0.191	24.352	0.089	1289.12	1523.65
5261	988.18	1484.98	22.777	0.013	0.529	0.026	22.248	0.013	1289.18	2484.98
34900	988.25	2202.38	25.05	0.115	1.168	0.29	23.882	0.175	1289.25	3202.38
21412	988.3	3223.73	23.921	0.027	0.695	0.053	23.226	0.026	1289.3	4223.73
3296	988.36	1023.39	24.086	0.032	0.716	0.058	23.37	0.026	1289.36	2023.39
25453	988.43	4077.61	22.606	0.012	0.601	0.025	22.005	0.013	1289.43	5077.61
5596	988.69	1545.93	24.703	0.046	0.858	0.08	23.845	0.034	1289.69	2545.93
33438	988.74	1855.45	25.737	0.123	1.093	0.179	24.644	0.056	1289.74	2855.45
11908	988.88	2299.82	21.86	0.016	0.356	0.051	21.504	0.035	1289.88	3299.82
9696	988.89	2093.83	23.172	0.025	0.744	0.089	22.428	0.064	1289.89	3093.83
6751	988.92	1733.33	22.413	0.011	0.434	0.022	21.979	0.011	1289.92	2733.33
16645	988.92	2712.46	22.558	0.013	0.595	0.026	21.963	0.013	1289.92	3712.46
8084	989	1915.4	22.948	0.023	0.623	0.05	22.325	0.027	1290	2915.4
23491	989	3586.12	22.743	0.01	0.541	0.026	22.202	0.016	1290	4586.12
12669	989.18	2368.61	21.411	0.01	0.378	0.022	21.033	0.012	1290.18	3368.61
6518	989.24	1695.81	21.956	0.01	0.391	0.02	21.565	0.01	1290.24	2695.81
38526	989.26	3141.01	26.065	0.32	1.024	0.433	25.041	0.113	1290.26	4141.01
7930	989.3	1894.73	19.72	0.009	0.937	0.018	18.783	0.009	1290.3	2894.73
24853	989.53	3905.67	21.592	0.01	0.265	0.02	21.327	0.01	1290.53	4905.67
19993	989.54	3044.53	24.027	0.031	0.637	0.057	23.39	0.026	1290.54	4044.53
14841	989.6	2555.69	19.347	0.009	0.99	0.017	18.357	0.008	1290.6	3555.69
21115	989.81	3182.92	24.982	0.057	0.814	0.099	24.168	0.042	1290.81	4182.92
18710	989.89	2905.69	21.997	0.01	0.314	0.02	21.683	0.01	1290.89	3905.69
4715	989.97	1364.38	24.501	0.05	0.779	0.095	23.722	0.045	1290.97	2364.38
9845	990.12	2109.71	22.306	0.045	0.662	0.16	21.644	0.115	1291.12	3109.71
19224	990.27	2957.74	24.557	0.052	0.735	0.093	23.822	0.041	1291.27	3957.74
12863	990.37	2384.95	22.73	0.014	0.496	0.036	22.234	0.022	1291.37	3384.95
13223	990.61	2416.43	23.814	0.04	0.717	0.06	23.097	0.02	1291.61	3416.43
4242	990.79	1260.71	23.28	0.017	0.612	0.032	22.668	0.015	1291.79	2260.71
31530	991.01	1319.76	25.837	0.109	1.085	0.174	24.752	0.065	1292.01	2319.76
10509	991.01	2170.83	22.768	0.015	0.502	0.029	22.266	0.014	1292.01	3170.83
5636	991.16	1553.77	24.327	0.037	0.743	0.07	23.584	0.033	1292.16	2553.77
5351	991.2	1503.68	21.139	0.011	0.06	0.022	21.079	0.011	1292.2	2503.68
