#ID x   y   F555W   E_555   F555-F814   E_555-814
9876    891.75  2579.34 25.297  0.465   1.217   0.61
9877    2962.54 2579.38 24.277  0.272   0.936   0.344
9878    1842.45 2579.69 22.969  0.08    0.762   0.124
9879    3330.34 2579.7  23.402  0.095   0.888   0.138
9880    2461.02 2579.87 24.193  0.163   0.951   0.232
9881    1814.22 2580.31 25.198  0.395   1.141   0.515
9882    3351.51 2580.66 22.492  0.049   0.652   0.075
9883    2663.75 2581.43 24.612  0.168   1.238   0.368
9884    4032.7  2581.5  24.039  0.152   0.806   0.219
9885    2291.05 2581.71 24.579  0.256   0.933   0.389
9886    1962.41 2581.85 20.735  0.018   0.427   0.035
9887    2139.02 2582    21.066  0.017   0.326   0.107
9888    1528.7  2582.43 23.808  0.131   0.855   0.188
9889    2688.73 2582.8  23.106  0.081   0.723   0.121
9890    3970.74 2582.81 24.758  0.357   1.004   0.531
9891    4015.91 2582.89 20.503  0.018   0.514   0.032
9892    2943.22 2582.96 24.691  0.251   0.957   0.346
9893    2795.16 2583.09 21.886  0.038   0.733   0.059
9894    2179.95 2583.18 21.093  0.021   0.446   0.036
9895    1789.16 2583.19 21.772  0.027   0.461   0.049
9896    1226.94 2583.51 24.047  0.152   0.86    0.22
9897    337.37  2583.55 22.994  0.093   0.734   0.137
9898    932.58  2583.81 22.861  0.053   0.673   0.09
9899    1120.9  2583.88 23.625  0.089   0.762   0.155
9900    1888.38 2583.88 18.773  0.01    1.068   0.026
9901    435.11  2583.91 22.521  0.046   0.759   0.073
9902    3986.76 2584.33 22.75   0.071   0.773   0.107
9903    2469.88 2584.55 24.896  0.218   1.302   0.334
9904    827.36  2584.66 22.145  0.042   0.894   0.064
9905    2505.61 2584.86 22.881  0.05    0.781   0.084
9906    1039.85 2585.32 22.164  0.035   0.689   0.059
9907    2597.69 2585.34 24.684  0.344   0.811   0.519
9908    2962.75 2585.45 22.885  0.036   0.716   0.073
9909    1172.61 2585.58 23.978  0.246   0.854   0.306
9910    88.55   2585.61 17.284  0.023   0.057   0.038
9911    3647.11 2585.65 21.056  0.021   0.522   0.038
9912    885.65  2585.65 24.124  0.203   0.893   0.273
9913    1097.13 2585.81 22.424  0.04    0.63    0.077
9914    489.64  2585.96 21.551  0.024   0.417   0.056
9915    2342.5  2586.08 24.027  0.222   0.909   0.306
9916    147.72  2586.12 20.14   0.016   0.412   0.031
9917    1310.17 2586.14 21.155  0.025   0.43    0.048
9918    3113.7  2586.67 23.348  0.068   0.789   0.106
9919    2195.3  2586.84 21.368  0.029   0.447   0.048
9920    3665.09 2586.86 19.98   0.015   0.751   0.025
9921    1994.03 2586.97 22.501  0.043   0.673   0.084
9922    1980.16 2587.06 24.595  0.2 0.958   0.312
9923    1217.34 2587.19 24.385  0.18    1.021   0.243
9924    3900.84 2587.22 23.956  0.144   0.792   0.205
9925    3131.93 2587.28 22.971  0.053   0.825   0.11
9926    2413.24 2587.46 24.566  0.314   0.954   0.484
9927    3038.06 2587.55 23.389  0.169   0.941   0.231
9928    2440.02 2587.78 21.77   0.035   0.699   0.053
9929    1012    2587.9  24.731  0.218   1.072   0.336
9930    2098.3  2587.98 23.539  0.124   0.836   0.184
9931    1828.98 2588.21 21.461  0.024   0.544   0.071
9932    1766.6  2588.33 23.279  0.069   0.806   0.136
9933    2278.47 2588.56 21.643  0.026   0.558   0.051
9934    2159.92 2588.67 19.738  0.014   1.146   0.032
9935    877.81  2588.82 24.523  0.218   1.045   0.327
9936    363.29  2588.82 24.657  0.221   1.086   0.335
9937    2112.7  2588.83 22.241  0.031   0.676   0.097
9938    3278.9  2589.06 22.299  0.045   0.703   0.072
9939    2071.16 2589.19 21.503  0.026   0.55    0.044
9940    2581.32 2589.23 22.988  0.063   0.675   0.099
9941    2318.63 2589.36 22.903  0.05    0.723   0.087
9942    3249.65 2589.42 17.848  0.004   0.017   0.013
9943    2698.03 2589.43 23.986  0.161   0.856   0.236
9944    2672    2589.7  20.897  0.023   0.427   0.045
9945    2266.35 2590.37 21.923  0.022   0.5 0.045
9946    1303.82 2590.55 25.05   0.444   1.105   0.566
9947    1273.18 2590.9  24.173  0.195   0.865   0.273
9948    3366.66 2590.92 24.808  0.313   1.009   0.44
9949    2233.48 2591.58 22.445  0.047   0.762   0.075
9950    1093.31 2591.64 22.911  0.068   0.706   0.108
9951    2531.26 2591.7  24.714  0.318   1.007   0.437
9952    2291.16 2591.89 23.987  0.184   0.88    0.259
9953    1711.67 2592.14 23.58   0.134   0.838   0.226
9954    3570.04 2592.22 24.216  0.168   0.891   0.264
9955    1149.36 2592.33 24.486  0.359   0.864   0.518
9956    4017.72 2592.39 21.393  0.031   0.469   0.057
9957    3748.35 2592.4  24.079  0.249   1.055   0.319
9958    1432.89 2592.48 22.149  0.048   0.62    0.106
9959    2488.62 2592.75 21.225  0.021   0.311   0.043
9960    1027.27 2592.78 24.748  0.211   0.979   0.323
9961    1493.11 2592.82 23.516  0.139   0.833   0.181
9962    3350.86 2593.13 22.174  0.031   0.595   0.058
9963    1651.66 2593.23 22.834  0.056   0.791   0.091
9964    1741.15 2593.28 19.522  0.027   1.125   0.036
9965    1353.91 2593.32 24.587  0.342   1.051   0.439
9966    2862.87 2593.47 24.551  0.218   0.968   0.287
9967    1445.86 2593.48 20.19   0.014   0.404   0.026
9968    1113.38 2593.68 22.868  0.068   0.692   0.107
9969    1124.84 2593.73 22.791  0.07    0.689   0.156
9970    2562.49 2593.83 21.504  0.021   0.512   0.037
9971    387.73  2594.05 21.852  0.028   0.616   0.05
9972    2339.19 2594.1  22.897  0.059   0.842   0.091
9973    2965.88 2594.26 23.604  0.09    0.834   0.153
9974    2745.82 2594.31 22.767  0.055   0.731   0.09
9975    2125.05 2594.46 22.625  0.057   0.616   0.146
9976    1725.93 2594.51 21.788  0.03    0.475   0.057
9977    2312.05 2594.56 21.23   0.028   0.44    0.057
9978    2575.41 2594.71 24.782  0.282   0.916   0.396
9979    3405.75 2595.04 22.651  0.06    0.822   0.095
9980    977.21  2595.09 23.183  0.08    0.83    0.15
9981    3840.35 2595.43 22.213  0.039   0.699   0.065
9982    619.33  2595.82 25.095  0.303   1.074   0.427
9983    3834.19 2595.83 22.17   0.031   0.607   0.074
9984    2000.5  2595.88 24.811  0.3 1.01    0.399
9985    2332.01 2595.97 24.358  0.163   0.94    0.25
9986    4068.13 2596.14 24.587  0.279   0.868   0.39
9987    2419.21 2596.27 22.162  0.028   0.691   0.127
9988    3614.16 2596.27 23.474  0.092   0.804   0.143
9989    1849.9  2596.32 21.413  0.027   0.495   0.047
9990    1286.22 2596.54 24.116  0.184   0.922   0.252
9991    2704.5  2596.68 21.605  0.031   0.483   0.059
9992    1615.18 2596.82 24.578  0.304   1.146   0.423
9993    3933.62 2597.05 24.446  0.218   0.98    0.304
9994    1905.59 2597.76 18.731  0.011   1.278   0.021
9995    4098.5  2597.97 24.452  0.231   0.962   0.327
9996    2217.78 2598.36 23.838  0.148   0.863   0.222
9997    1810.41 2598.75 20.912  0.017   0.445   0.029
9998    1212.38 2599.17 24.519  0.181   0.969   0.273
9999    2354.57 2599.36 22.336  0.04    0.641   0.068
10000   2476.92 2599.45 22.552  0.047   0.634   0.088
10001   2342.4  2599.72 23.069  0.08    0.729   0.116
10002   2411.83 2599.92 18.965  0.007   0.999   0.016
10003   1939.27 2600.07 24.593  0.177   0.986   0.352
10004   1764.68 2600.22 22.404  0.051   0.653   0.09
10005   1798.17 2600.57 24.374  0.218   0.932   0.33
10006   4087.98 2600.67 24.814  0.334   1.01    0.473
10007   547.07  2600.67 24.754  0.456   0.974   0.554
10008   2796.08 2600.72 22.042  0.055   0.617   0.085
10009   1823.58 2600.73 24.747  0.429   0.832   0.613
10010   2287.87 2600.79 24.985  0.413   1.029   0.523
10011   1332.48 2600.85 20.178  0.015   1.12    0.027
10012   4088.12 2601.01 24.814  0.388   1.01    0.527
10013   3711.71 2601.12 24.54   0.183   0.97    0.273
10014   1609.53 2601.22 21.644  0.034   0.541   0.052
10015   3167.51 2601.52 24.268  0.159   0.913   0.251
10016   3939.02 2601.9  21.382  0.04    0.465   0.111
10017   2044.76 2601.94 21.942  0.034   0.559   0.066
10018   3768.94 2602.04 22.78   0.086   0.7 0.118
10019   3769.1  2602.35 22.778  0.05    0.698   0.082
10020   275.14  2603.85 25.015  0.452   1.073   0.555
10021   3061.95 2603.98 23.821  0.14    0.948   0.226
10022   1845.81 2604.06 24.293  0.239   0.947   0.341
10023   4020.17 2604.19 22.285  0.042   0.73    0.07
10024   3907.27 2604.24 22.283  0.049   0.749   0.083
10025   3335.66 2604.29 21.913  0.029   0.489   0.048
10026   2328.2  2604.31 22.255  0.042   0.62    0.096
10027   3081.78 2604.31 24.857  0.299   1.143   0.503
10028   177.83  2604.38 21.032  0.024   1.002   0.038
10029   3087.49 2604.41 23.039  0.058   0.724   0.115
10030   2148.4  2604.85 16.57   0.009   2.539   0.025
10031   4063.02 2604.86 23.002  0.056   0.797   0.099
10032   2808.31 2604.88 25.073  0.407   1.158   0.527
10033   2362.67 2605.24 21.339  0.029   0.464   0.063
10034   967.29  2605.41 18.599  0.01    1.481   0.023
10035   112.03  2605.53 23.402  0.083   0.795   0.139
10036   2608.35 2605.72 21.876  0.054   0.499   0.084
10037   1422.43 2606.17 23.069  0.057   1.027   0.113
10038   1962.9  2606.56 21.088  0.023   0.555   0.044
10039   1443.77 2606.56 22.825  0.085   0.79    0.129
10040   1926.15 2606.78 23.743  0.117   0.802   0.193
10041   612.02  2606.81 23.722  0.122   0.798   0.179
10042   1208.78 2607.35 22.889  0.061   0.776   0.136
10043   2211.7  2607.39 24.441  0.243   1.506   0.465
10044   1259.88 2607.77 19.29   0.026   0.211   0.078
10045   3670.31 2607.84 23.925  0.149   0.786   0.216
10046   1697.22 2607.92 19.603  0.014   1.122   0.02
10047   2379.86 2607.96 21.226  0.02    0.438   0.039
10048   468.17  2607.98 24.614  0.219   0.96    0.304
10049   958.84  2608.1  22.319  0.044   0.718   0.171
10050   211.87  2608.21 24.468  0.2 0.822   0.374
10051   1219.96 2608.3  21.332  0.023   0.332   0.047
10052   2477.72 2608.67 21.134  0.019   0.461   0.035
10053   2515.47 2608.98 20.165  0.021   0.852   0.029
10054   1213.84 2609.07 22.148  0.046   0.712   0.084
10055   1831.66 2609.2  21.725  0.029   0.533   0.051
10056   2721.86 2609.26 19.631  0.014   1.098   0.023
10057   1102.31 2609.41 20.893  0.02    0.409   0.035
10058   2015.91 2609.85 25.011  0.429   1.119   0.539
10059   3411.67 2610    21.153  0.02    0.389   0.036
10060   3411.8  2610.31 20.526  0.034   -0.238  0.05
10061   3254.18 2610.8  20.462  0.015   0.552   0.024
10062   152.58  2610.9  24.316  0.202   0.946   0.327
10063   2240.49 2611.26 21.286  0.046   0.524   0.105
10064   775.03  2611.34 23.853  0.218   0.885   0.263
10065   3233.44 2611.38 20.618  0.021   0.229   0.039
10066   2087.47 2611.41 24.663  0.206   1   0.311
10067   2333.17 2611.51 22.557  0.057   0.676   0.092
10068   2882.39 2611.64 22.985  0.078   0.756   0.156
10069   1575.38 2611.66 23.104  0.096   0.819   0.21
10070   70.14   2611.72 22.561  0.046   0.665   0.091
10071   2266.67 2611.89 21.811  0.025   0.526   0.046
10072   2566.09 2612.31 23.206  0.128   0.758   0.191
10073   2625.34 2612.47 19.956  0.018   1.233   0.028
10074   2057.06 2612.48 19.57   0.017   1.2 0.027
10075   1612.9  2612.72 22.953  0.066   0.805   0.105
10076   2740.07 2612.96 22.814  0.051   0.702   0.094
10077   2545.81 2613.24 24.491  0.192   0.831   0.285
10078   3186.96 2613.37 23.964  0.127   0.915   0.187
10079   3315.12 2613.52 24.373  0.207   0.931   0.285
10080   2299.35 2614.16 20.905  0.016   0.383   0.029
10081   1798.35 2614.42 23.089  0.07    0.724   0.117
10082   891.29  2614.79 22.182  0.038   0.566   0.065
10083   2497.21 2614.89 23.261  0.097   0.883   0.13
10084   3706.62 2614.95 24.928  0.293   1.098   0.469
10085   2684.36 2614.97 24.715  0.288   1.015   0.405
10086   2893.38 2614.98 24.368  0.177   0.988   0.253
10087   2209.35 2614.99 25.106  0.444   1.112   0.592
10088   2753.11 2615.27 20.924  0.024   0.205   0.05
10089   2451.3  2615.29 22.547  0.047   0.784   0.105
10090   1972.04 2615.47 19.592  0.014   1.1 0.023
10091   2090.51 2616.09 24.635  0.247   1.058   0.36
10092   2397.07 2616.19 22.877  0.066   0.711   0.103
10093   3391.83 2616.74 22.118  0.046   0.585   0.07
10094   657.91  2616.82 19.5    0.012   1.083   0.02
10095   3661.55 2616.92 24.747  0.457   1.184   0.614
10096   1821.14 2617.08 19.7    0.015   1.083   0.024
10097   2325.67 2617.22 23.546  0.102   0.774   0.174
10098   2230.89 2617.22 23.825  0.118   0.9 0.184
10099   3554.71 2617.37 23.106  0.076   0.833   0.152
10100   1739.7  2617.46 22.745  0.089   1.159   0.134
10101   3434.51 2617.54 24.347  0.26    1.102   0.352
10102   3979.85 2617.71 24.583  0.379   1.082   0.472
10103   1734.4  2618.22 21.646  0.03    0.685   0.065
10104   1964.45 2618.25 22.174  0.059   0.779   0.125
10105   2522.19 2618.32 24.878  0.454   1.028   0.597
10106   362.68  2618.33 22.954  0.085   0.78    0.143
10107   3791.72 2618.65 23.402  0.12    0.784   0.167
10108   991.17  2618.81 20.654  0.014   0.287   0.028
10109   1350.54 2619.24 21.229  0.018   0.433   0.038
10110   2048.35 2619.46 22.199  0.038   0.603   0.065
10111   1407.56 2619.47 24.232  0.182   0.892   0.284
10112   3377.05 2619.49 23.631  0.105   0.941   0.156
10113   637.79  2619.64 23.919  0.148   0.863   0.209
10114   2593.58 2619.65 21.39   0.023   0.466   0.047
10115   1899.92 2619.65 24.844  0.243   1.049   0.359
10116   2194.03 2619.77 20.391  0.013   0.429   0.023
10117   3485.26 2619.86 23.146  0.071   0.719   0.108
10118   3109.54 2619.97 23.843  0.129   0.972   0.183
10119   2362.59 2620.02 20.581  0.025   0.46    0.041
10120   2281.2  2620.35 25.005  0.331   1.086   0.418
10121   1862.02 2620.54 21.033  0.024   0.433   0.044
10122   716.69  2620.63 24.13   0.241   0.866   0.311
10123   3811.3  2620.66 23.337  0.097   0.808   0.141
10124   1656.36 2620.83 21.868  0.044   0.53    0.101
10125   2617.98 2621.11 23.496  0.072   0.832   0.131
10126   2330.56 2621.46 24.358  0.237   1.097   0.32
10127   1468.07 2621.57 21.085  0.032   0.411   0.063
10128   2943.72 2621.63 22.546  0.051   0.786   0.171
10129   1763.99 2621.73 21.145  0.023   0.418   0.044
10130   1267.06 2621.81 23.198  0.067   0.808   0.118
10131   1632.14 2622.01 24.948  0.499   1.027   0.609
10132   1720.08 2622.05 22.999  0.066   0.846   0.111
10133   107.37  2622.48 24.747  0.268   1.004   0.373
10134   3284.71 2622.52 23.983  0.196   0.97    0.266
10135   2016.31 2623.05 24.487  0.331   1.033   0.418
10136   1989.94 2623.32 20.236  0.014   0.464   0.035
10137   2790.52 2623.33 23.74   0.1 0.865   0.158
10138   2226.91 2623.58 21.444  0.019   0.468   0.04
10139   706.68  2623.67 21.275  0.027   0.262   0.076
10140   3830.3  2623.7  24.097  0.143   0.94    0.224
10141   244.71  2623.74 21.782  0.031   0.475   0.059
10142   3796.54 2624.07 22.488  0.045   0.631   0.069
10143   3026.3  2624.15 14.388  0.057   1.061   0.073
10144   1137.4  2624.15 23.925  0.129   0.872   0.196
10145   2508.53 2624.29 21.987  0.031   0.597   0.059
10146   2209.16 2624.31 22.662  0.04    0.732   0.096
10147   1091.08 2624.33 20.632  0.019   0.577   0.033
10148   2494.11 2624.35 24.133  0.195   0.898   0.288
10149   594.25  2624.51 19.909  0.013   0.136   0.028
10150   509.8   2624.8  23.46   0.1 0.832   0.182
10151   981.06  2624.88 22.688  0.054   0.719   0.086
10152   4061.47 2624.9  24.674  0.241   0.968   0.386
10153   280.53  2625.03 24.73   0.284   1.082   0.395
10154   2378.06 2625.04 20.963  0.018   0.428   0.031
10155   2272.22 2625.24 23.45   0.089   0.775   0.148
10156   3910.77 2625.28 23.517  0.088   0.762   0.14
10157   2218.68 2625.35 23.259  0.072   0.867   0.128
10158   2417.75 2625.39 22.844  0.051   0.729   0.086
10159   2738.17 2625.4  19.643  0.015   1.117   0.024
10160   1879.61 2625.42 22.01   0.032   0.548   0.053
10161   3114.89 2625.56 24.397  0.225   1.207   0.434
10162   1806.68 2625.7  22.54   0.05    0.659   0.075
10163   117.43  2625.9  21.829  0.035   1.011   0.052
10164   1566.59 2626.09 20.792  0.031   0.443   0.079
10165   2450.02 2626.5  24.772  0.216   0.994   0.305
10166   2680.14 2626.63 20.565  0.017   0.497   0.027
10167   2817.94 2627.35 23.354  0.094   0.839   0.153
10168   4097.32 2627.35 21.837  0.032   0.519   0.061
10169   2481.88 2627.35 21.453  0.025   0.502   0.046
10170   1654.07 2627.37 21.565  0.027   0.644   0.046
10171   2088.52 2627.57 22.694  0.042   0.662   0.078
10172   430 2627.63 21.952  0.042   0.756   0.068
10173   1727.81 2628.93 24.91   0.406   0.997   0.554
10174   3709.3  2628.96 24.477  0.159   0.94    0.243
10175   2982.67 2628.98 23.573  0.103   0.782   0.192
10176   1913.25 2629.16 22.538  0.056   0.833   0.089
10177   3178.6  2629.39 21.408  0.038   0.445   0.06
10178   2255.43 2629.47 21.559  0.041   0.599   0.072
10179   2178.91 2629.47 23.964  0.175   0.913   0.258
10180   2066.89 2629.55 21.753  0.028   0.508   0.048
10181   1694.53 2629.56 23.184  0.077   0.75    0.124
10182   3079.39 2629.89 21.064  0.026   0.51    0.075
10183   1315.73 2629.95 23.737  0.155   0.864   0.247
10184   3158.77 2630    24.412  0.147   0.812   0.24
10185   3410.91 2630.01 24.373  0.328   0.936   0.428
10186   528.72  2630.04 22.893  0.079   0.708   0.112
10187   3677.9  2630.12 22.935  0.048   0.733   0.079
10188   3211.7  2630.19 23.753  0.132   0.945   0.197
10189   1954.58 2630.46 24.69   0.258   1.017   0.383
10190   2235.58 2630.64 24.136  0.202   1.056   0.272
10191   2027.77 2630.74 20.667  0.018   0.425   0.046
10192   515.75  2631.17 23.956  0.163   0.852   0.232
10193   3650.21 2631.19 24.833  0.274   1.034   0.407
10194   1213.51 2631.36 23.417  0.082   0.795   0.135
10195   2704.72 2631.47 24.176  0.177   0.989   0.247
10196   1965.56 2632.06 25.156  0.452   1.093   0.596
10197   222.47  2632.06 24.178  0.177   0.849   0.257
10198   280.71  2632.47 22.024  0.032   0.524   0.057
10199   1567.67 2632.51 21.524  0.063   1.059   0.089
10200   754.27  2632.9  22.553  0.037   0.791   0.071
10201   3389.51 2633.07 22.142  0.031   0.64    0.058
10202   2074.25 2633.4  21.739  0.029   0.607   0.051
10203   2107.88 2633.46 24.234  0.177   0.921   0.375
10204   2872.26 2633.57 23.057  0.08    0.788   0.151
10205   3060.04 2633.65 23.359  0.112   0.819   0.199
10206   3730.38 2634.2  23.324  0.091   0.753   0.139
10207   121.75  2634.38 25.283  0.494   1.015   0.692
10208   2213.2  2634.48 23.239  0.065   0.75    0.114
10209   3226.09 2634.66 21.145  0.031   0.376   0.054
10210   852.68  2634.85 22.144  0.031   0.761   0.051
10211   3126.05 2635.33 25.445  0.5 1.187   0.701
10212   1289.18 2635.35 24.456  0.333   0.855   0.441
10213   1061.88 2635.57 22.951  0.073   0.723   0.124
10214   1867.84 2635.63 23.726  0.109   0.769   0.181
10215   904.11  2635.64 22.193  0.046   0.623   0.087
10216   2161.58 2635.81 22.959  0.082   0.843   0.156
10217   1805.9  2636.01 24.975  0.49    1.344   0.761
10218   3983.02 2636.14 23.702  0.094   0.847   0.15
10219   1048.4  2636.39 21.898  0.028   0.599   0.056
10220   1657.24 2636.5  23.924  0.21    1.043   0.265
10221   493.02  2636.51 23.945  0.123   0.838   0.19
10222   2371.89 2636.63 23.145  0.067   0.772   0.101
10223   2718.93 2636.64 25.335  0.415   1.233   0.556
10224   147.88  2636.83 22.576  0.046   0.679   0.079
10225   1819.92 2636.93 25.073  0.407   0.987   0.665
10226   1943.07 2637.04 20.292  0.022   0.467   0.035
10227   1761.66 2637.05 22.837  0.059   0.776   0.092
